EQUIPO_LOCAL;GOLES_LOCAL;GOLES_VISITANTE;Estadio
;;;Anexos Santo Domingo
;;;Antonio Domínguez
;;;Artunduaga
;;;Berazubi
;;;Camp de la Morera
;;;Campo Municipal de Garachico
;;;Campo de Serralta
;;;Campo de fútbol Luis Oliver
;;;Centro Deportivo Calavera
;;;Centro Deportivo Vega de Triana
;;;Cerro del Espino
;;;Ciudad Deportiva de Getafe
;;;El Astobiza
;;;El Bayu
;;;El Fornás
;;;El Malecón
;;;El Mundo del Fútbol
;;;El Rosal
;;;Estadi Municipal de Capellades
;;;Estadio Francisco Gil Cardona
;;;Estadio La Devesa
;;;Estadio Municipal de Deportes El Mazo
;;;Estadio Vivar Téllez
;;;Etxezuri
;;;Ganzábal
;;;Gobela
;;;Hermanos Antuña
;;;Hermanos Llana
;;;Instalaciones de Zubieta
;;;José del Cuvillo
;;;La Condomina
;;;La Cueva
;;;La Florida
;;;La Mina
;;;La Veigona
;;;Las Callejas
;;;Las Gaunas
;;;Las Tolvas
;;;Mallona
;;;Manuel Galeano Sánchez
;;;Merkatondoa
;;;Mintxeta
;;;Municipal El Molino
;;;Municipal El Molinón-Enrique Castro Quini
;;;Municipal Les Grases
;;;Municipal de Badalona
;;;Municipal de Chapín
;;;Municipal de La Salud
;;;Municipal de Loinaz
;;;Municipal de Miramar
;;;Municipal de Montilla
;;;Municipal de Villafranca
;;;Nou Sardenya
;;;Nuevo Ategorri
;;;Nuevo Pepico Amat
;;;Príncipe Felipe
;;;Silvestre Carrillo
;;;Tabira
;;;Urbieta
;;;Urritxe
;;;Valle las Huertas
;;;Virgen de las Nieves
Alavés;0;0;Mendizorroza
Alavés;0;1;Mendizorroza
Alavés;0;2;Mendizorroza
Alavés;0;3;Mendizorroza
Alavés;0;4;Mendizorroza
Alavés;0;5;Mendizorroza
Alavés;1;0;Mendizorroza
Alavés;1;1;Mendizorroza
Alavés;1;2;Mendizorroza
Alavés;1;3;Mendizorroza
Alavés;1;4;Mendizorroza
Alavés;1;5;Mendizorroza
Alavés;2;0;Mendizorroza
Alavés;2;1;Mendizorroza
Alavés;2;2;Mendizorroza
Alavés;2;3;Mendizorroza
Alavés;2;4;Mendizorroza
Alavés;3;0;Mendizorroza
Alavés;3;1;Mendizorroza
Alavés;3;2;Mendizorroza
Alavés;3;3;Mendizorroza
Alavés;3;4;Mendizorroza
Alavés;4;0;Mendizorroza
Alavés;4;1;Mendizorroza
Alavés;4;2;Mendizorroza
Alavés;5;1;Mendizorroza
Alavés;5;2;Mendizorroza
Alavés;5;3;Mendizorroza
Alavés;6;0;Mendizorroza
Albacete;0;0;Carlos Belmonte
Albacete;0;1;Carlos Belmonte
Albacete;0;2;Carlos Belmonte
Albacete;0;3;Carlos Belmonte
Albacete;0;4;Carlos Belmonte
Albacete;0;5;Carlos Belmonte
Albacete;1;0;Carlos Belmonte
Albacete;1;1;Carlos Belmonte
Albacete;1;2;Carlos Belmonte
Albacete;1;3;Carlos Belmonte
Albacete;1;4;Carlos Belmonte
Albacete;2;0;Carlos Belmonte
Albacete;2;1;Carlos Belmonte
Albacete;2;2;Carlos Belmonte
Albacete;2;3;Carlos Belmonte
Albacete;2;8;Carlos Belmonte
Albacete;3;0;Carlos Belmonte
Albacete;3;1;Carlos Belmonte
Albacete;3;2;Carlos Belmonte
Albacete;3;3;Carlos Belmonte
Albacete;3;4;Carlos Belmonte
Albacete;3;5;Carlos Belmonte
Albacete;4;0;Carlos Belmonte
Albacete;4;1;Carlos Belmonte
Albacete;4;2;Carlos Belmonte
Albacete;4;5;Carlos Belmonte
Albacete;5;0;Carlos Belmonte
Albacete;5;1;Carlos Belmonte
Albacete;6;2;Carlos Belmonte
Alcorcón;0;0;Santo Domingo
Alcorcón;0;1;Santo Domingo
Alcorcón;0;2;Santo Domingo
Alcorcón;0;3;Santo Domingo
Alcorcón;1;0;Santo Domingo
Alcorcón;1;1;Santo Domingo
Alcorcón;1;2;Santo Domingo
Alcorcón;1;3;Santo Domingo
Alcorcón;2;0;Santo Domingo
Alcorcón;2;1;Santo Domingo
Alcorcón;2;2;Santo Domingo
Alcorcón;2;3;Santo Domingo
Alcorcón;3;0;Santo Domingo
Alcorcón;3;1;Santo Domingo
Alcorcón;3;2;Santo Domingo
Alcorcón;3;3;Santo Domingo
Alcorcón;4;0;Santo Domingo
Alcorcón;4;1;Santo Domingo
Alcorcón;5;0;Santo Domingo
Alcorcón;6;1;Santo Domingo
Alcoyano;0;0;El Collao
Alcoyano;0;1;El Collao
Alcoyano;0;3;El Collao
Alcoyano;0;5;El Collao
Alcoyano;1;1;El Collao
Alcoyano;1;3;El Collao
Alcoyano;1;4;El Collao
Alcoyano;2;0;El Collao
Alcoyano;2;1;El Collao
Alcoyano;2;2;El Collao
Alcoyano;3;3;El Collao
Alcoyano;4;0;El Collao
Algeciras;0;0;Nuevo Mirador
Algeciras;0;1;Nuevo Mirador
Algeciras;0;2;Nuevo Mirador
Algeciras;0;3;Nuevo Mirador
Algeciras;1;0;Nuevo Mirador
Algeciras;1;1;Nuevo Mirador
Algeciras;1;2;Nuevo Mirador
Algeciras;1;3;Nuevo Mirador
Algeciras;2;0;Nuevo Mirador
Algeciras;2;1;Nuevo Mirador
Algeciras;2;2;Nuevo Mirador
Algeciras;2;3;Nuevo Mirador
Algeciras;3;0;Nuevo Mirador
Algeciras;3;3;Nuevo Mirador
Algeciras;4;2;Nuevo Mirador
Alicante;0;0;
Alicante;0;1;
Alicante;0;2;
Alicante;0;3;
Alicante;1;1;
Alicante;1;2;
Alicante;1;3;
Alicante;2;0;
Alicante;2;2;
Alicante;3;1;
Alicante;3;3;
Almería (A.D.);0;0;
Almería (A.D.);0;1;
Almería (A.D.);0;2;
Almería (A.D.);0;3;
Almería (A.D.);1;0;
Almería (A.D.);1;1;
Almería (A.D.);1;2;
Almería (A.D.);1;3;
Almería (A.D.);2;0;
Almería (A.D.);2;1;
Almería (A.D.);2;2;
Almería (A.D.);2;5;
Almería (A.D.);3;0;
Almería (A.D.);3;1;
Almería (A.D.);3;2;
Almería (A.D.);3;3;
Almería (A.D.);4;0;
Almería (A.D.);4;2;
Almería;0;0;Juegos Mediterráneos
Almería;0;1;Juegos Mediterráneos
Almería;0;2;Juegos Mediterráneos
Almería;0;3;Juegos Mediterráneos
Almería;0;5;Juegos Mediterráneos
Almería;0;8;Juegos Mediterráneos
Almería;1;0;Juegos Mediterráneos
Almería;1;1;Juegos Mediterráneos
Almería;1;2;Juegos Mediterráneos
Almería;1;3;Juegos Mediterráneos
Almería;1;4;Juegos Mediterráneos
Almería;1;6;Juegos Mediterráneos
Almería;2;0;Juegos Mediterráneos
Almería;2;1;Juegos Mediterráneos
Almería;2;2;Juegos Mediterráneos
Almería;2;3;Juegos Mediterráneos
Almería;2;4;Juegos Mediterráneos
Almería;3;0;Juegos Mediterráneos
Almería;3;1;Juegos Mediterráneos
Almería;3;2;Juegos Mediterráneos
Almería;4;0;Juegos Mediterráneos
Almería;4;1;Juegos Mediterráneos
Almería;4;2;Juegos Mediterráneos
Almería;4;3;Juegos Mediterráneos
Almería;5;1;Juegos Mediterráneos
Almería;6;0;Juegos Mediterráneos
Alzira;0;0;
Alzira;0;1;
Alzira;1;0;
Alzira;1;1;
Alzira;1;2;
Alzira;1;4;
Alzira;1;5;
Alzira;2;0;
Alzira;2;1;
Alzira;2;3;
Alzira;3;2;
At. Madrid B;0;0;Cerro del Espino
At. Madrid B;0;1;Cerro del Espino
At. Madrid B;0;2;Cerro del Espino
At. Madrid B;0;3;Cerro del Espino
At. Madrid B;1;0;Cerro del Espino
At. Madrid B;1;1;Cerro del Espino
At. Madrid B;1;2;Cerro del Espino
At. Madrid B;1;3;Cerro del Espino
At. Madrid B;1;4;Cerro del Espino
At. Madrid B;2;0;Cerro del Espino
At. Madrid B;2;1;Cerro del Espino
At. Madrid B;2;2;Cerro del Espino
At. Madrid B;2;3;Cerro del Espino
At. Madrid B;2;4;Cerro del Espino
At. Madrid B;3;0;Cerro del Espino
At. Madrid B;3;1;Cerro del Espino
At. Madrid B;3;2;Cerro del Espino
At. Madrid B;3;3;Cerro del Espino
At. Madrid B;4;0;Cerro del Espino
At. Madrid B;4;1;Cerro del Espino
At. Madrid B;4;2;Cerro del Espino
At. Madrid B;4;3;Cerro del Espino
At. Madrid B;5;0;Cerro del Espino
At. Madrid B;5;3;Cerro del Espino
At. Madrid B;7;3;Cerro del Espino
At. Madrid;0;0;Wanda Metropolitano
At. Madrid;0;1;Wanda Metropolitano
At. Madrid;0;2;Wanda Metropolitano
At. Madrid;0;3;Wanda Metropolitano
At. Madrid;0;4;Wanda Metropolitano
At. Madrid;0;6;Wanda Metropolitano
At. Madrid;1;0;Wanda Metropolitano
At. Madrid;1;1;Wanda Metropolitano
At. Madrid;1;2;Wanda Metropolitano
At. Madrid;1;3;Wanda Metropolitano
At. Madrid;1;4;Wanda Metropolitano
At. Madrid;2;0;Wanda Metropolitano
At. Madrid;2;1;Wanda Metropolitano
At. Madrid;2;2;Wanda Metropolitano
At. Madrid;2;3;Wanda Metropolitano
At. Madrid;2;4;Wanda Metropolitano
At. Madrid;2;5;Wanda Metropolitano
At. Madrid;3;0;Wanda Metropolitano
At. Madrid;3;1;Wanda Metropolitano
At. Madrid;3;2;Wanda Metropolitano
At. Madrid;3;3;Wanda Metropolitano
At. Madrid;3;4;Wanda Metropolitano
At. Madrid;4;0;Wanda Metropolitano
At. Madrid;4;1;Wanda Metropolitano
At. Madrid;4;2;Wanda Metropolitano
At. Madrid;4;3;Wanda Metropolitano
At. Madrid;5;0;Wanda Metropolitano
At. Madrid;5;1;Wanda Metropolitano
At. Madrid;5;2;Wanda Metropolitano
At. Madrid;6;0;Wanda Metropolitano
At. Madrid;6;1;Wanda Metropolitano
At. Madrid;6;2;Wanda Metropolitano
At. Madrid;6;3;Wanda Metropolitano
At. Madrid;7;0;Wanda Metropolitano
Ath. Bilbao B;0;0;Instalaciones de Lezama
Ath. Bilbao B;0;1;Instalaciones de Lezama
Ath. Bilbao B;0;2;Instalaciones de Lezama
Ath. Bilbao B;1;0;Instalaciones de Lezama
Ath. Bilbao B;1;1;Instalaciones de Lezama
Ath. Bilbao B;1;2;Instalaciones de Lezama
Ath. Bilbao B;1;3;Instalaciones de Lezama
Ath. Bilbao B;2;0;Instalaciones de Lezama
Ath. Bilbao B;2;1;Instalaciones de Lezama
Ath. Bilbao B;2;2;Instalaciones de Lezama
Ath. Bilbao B;2;3;Instalaciones de Lezama
Ath. Bilbao B;2;5;Instalaciones de Lezama
Ath. Bilbao B;3;0;Instalaciones de Lezama
Ath. Bilbao B;3;1;Instalaciones de Lezama
Ath. Bilbao B;3;2;Instalaciones de Lezama
Ath. Bilbao B;3;3;Instalaciones de Lezama
Ath. Bilbao B;4;0;Instalaciones de Lezama
Ath. Bilbao B;4;1;Instalaciones de Lezama
Ath. Bilbao B;4;2;Instalaciones de Lezama
Ath. Bilbao B;4;3;Instalaciones de Lezama
Ath. Bilbao B;5;0;Instalaciones de Lezama
Ath. Bilbao B;6;2;Instalaciones de Lezama
Ath. Bilbao;0;0;San Mamés
Ath. Bilbao;0;1;San Mamés
Ath. Bilbao;0;2;San Mamés
Ath. Bilbao;0;3;San Mamés
Ath. Bilbao;0;4;San Mamés
Ath. Bilbao;0;5;San Mamés
Ath. Bilbao;0;6;San Mamés
Ath. Bilbao;1;0;San Mamés
Ath. Bilbao;1;1;San Mamés
Ath. Bilbao;1;2;San Mamés
Ath. Bilbao;1;3;San Mamés
Ath. Bilbao;1;4;San Mamés
Ath. Bilbao;1;6;San Mamés
Ath. Bilbao;2;0;San Mamés
Ath. Bilbao;2;1;San Mamés
Ath. Bilbao;2;2;San Mamés
Ath. Bilbao;2;3;San Mamés
Ath. Bilbao;2;4;San Mamés
Ath. Bilbao;2;5;San Mamés
Ath. Bilbao;3;0;San Mamés
Ath. Bilbao;3;1;San Mamés
Ath. Bilbao;3;2;San Mamés
Ath. Bilbao;3;3;San Mamés
Ath. Bilbao;3;4;San Mamés
Ath. Bilbao;3;5;San Mamés
Ath. Bilbao;4;0;San Mamés
Ath. Bilbao;4;1;San Mamés
Ath. Bilbao;4;2;San Mamés
Ath. Bilbao;4;3;San Mamés
Ath. Bilbao;4;4;San Mamés
Ath. Bilbao;5;0;San Mamés
Ath. Bilbao;5;1;San Mamés
Ath. Bilbao;5;2;San Mamés
Ath. Bilbao;5;3;San Mamés
Ath. Bilbao;5;4;San Mamés
Ath. Bilbao;6;0;San Mamés
Ath. Bilbao;6;1;San Mamés
Ath. Bilbao;6;3;San Mamés
Ath. Bilbao;7;0;San Mamés
Avilés;0;0;Suárez Puerta
Avilés;0;1;Suárez Puerta
Avilés;0;2;Suárez Puerta
Avilés;1;0;Suárez Puerta
Avilés;1;1;Suárez Puerta
Avilés;1;2;Suárez Puerta
Avilés;2;0;Suárez Puerta
Avilés;2;1;Suárez Puerta
Avilés;2;2;Suárez Puerta
Avilés;2;3;Suárez Puerta
Avilés;3;0;Suárez Puerta
Avilés;3;2;Suárez Puerta
Avilés;3;3;Suárez Puerta
Avilés;4;2;Suárez Puerta
Avilés;5;0;Suárez Puerta
Badajoz;0;0;Nuevo Vivero
Badajoz;0;1;Nuevo Vivero
Badajoz;0;2;Nuevo Vivero
Badajoz;0;3;Nuevo Vivero
Badajoz;0;4;Nuevo Vivero
Badajoz;1;0;Nuevo Vivero
Badajoz;1;1;Nuevo Vivero
Badajoz;1;2;Nuevo Vivero
Badajoz;1;3;Nuevo Vivero
Badajoz;1;4;Nuevo Vivero
Badajoz;1;5;Nuevo Vivero
Badajoz;2;0;Nuevo Vivero
Badajoz;2;1;Nuevo Vivero
Badajoz;2;2;Nuevo Vivero
Badajoz;2;3;Nuevo Vivero
Badajoz;3;1;Nuevo Vivero
Badajoz;3;2;Nuevo Vivero
Badajoz;4;0;Nuevo Vivero
Badajoz;4;3;Nuevo Vivero
Badajoz;4;4;Nuevo Vivero
Badajoz;5;0;Nuevo Vivero
Badajoz;5;1;Nuevo Vivero
Badajoz;7;1;Nuevo Vivero
Barakaldo;0;0;Nuevo Lasesarre
Barakaldo;0;1;Nuevo Lasesarre
Barakaldo;0;5;Nuevo Lasesarre
Barakaldo;1;0;Nuevo Lasesarre
Barakaldo;1;1;Nuevo Lasesarre
Barakaldo;1;2;Nuevo Lasesarre
Barakaldo;2;0;Nuevo Lasesarre
Barakaldo;2;1;Nuevo Lasesarre
Barakaldo;2;2;Nuevo Lasesarre
Barakaldo;2;3;Nuevo Lasesarre
Barakaldo;3;0;Nuevo Lasesarre
Barakaldo;3;1;Nuevo Lasesarre
Barakaldo;3;2;Nuevo Lasesarre
Barakaldo;4;0;Nuevo Lasesarre
Barakaldo;4;1;Nuevo Lasesarre
Barakaldo;4;2;Nuevo Lasesarre
Barakaldo;5;1;Nuevo Lasesarre
Barcelona B;0;0;
Barcelona B;0;1;
Barcelona B;0;2;
Barcelona B;0;3;
Barcelona B;0;4;
Barcelona B;1;0;
Barcelona B;1;1;
Barcelona B;1;2;
Barcelona B;1;3;
Barcelona B;1;4;
Barcelona B;1;5;
Barcelona B;1;6;
Barcelona B;2;0;
Barcelona B;2;1;
Barcelona B;2;2;
Barcelona B;2;3;
Barcelona B;2;4;
Barcelona B;2;5;
Barcelona B;3;0;
Barcelona B;3;1;
Barcelona B;3;2;
Barcelona B;3;3;
Barcelona B;3;4;
Barcelona B;3;5;
Barcelona B;4;0;
Barcelona B;4;1;
Barcelona B;4;2;
Barcelona B;4;3;
Barcelona B;4;4;
Barcelona B;4;5;
Barcelona B;5;0;
Barcelona B;5;1;
Barcelona B;5;2;
Barcelona B;5;3;
Barcelona B;6;0;
Barcelona B;6;1;
Barcelona B;6;2;
Barcelona B;7;0;
Barcelona B;7;1;
Barcelona B;8;1;
Barcelona;0;0;Camp Nou
Barcelona;0;1;Camp Nou
Barcelona;0;2;Camp Nou
Barcelona;0;3;Camp Nou
Barcelona;0;4;Camp Nou
Barcelona;1;0;Camp Nou
Barcelona;1;1;Camp Nou
Barcelona;1;2;Camp Nou
Barcelona;1;3;Camp Nou
Barcelona;1;4;Camp Nou
Barcelona;2;0;Camp Nou
Barcelona;2;1;Camp Nou
Barcelona;2;2;Camp Nou
Barcelona;2;3;Camp Nou
Barcelona;2;4;Camp Nou
Barcelona;3;0;Camp Nou
Barcelona;3;1;Camp Nou
Barcelona;3;2;Camp Nou
Barcelona;3;3;Camp Nou
Barcelona;3;4;Camp Nou
Barcelona;4;0;Camp Nou
Barcelona;4;1;Camp Nou
Barcelona;4;2;Camp Nou
Barcelona;4;3;Camp Nou
Barcelona;4;4;Camp Nou
Barcelona;5;0;Camp Nou
Barcelona;5;1;Camp Nou
Barcelona;5;2;Camp Nou
Barcelona;5;3;Camp Nou
Barcelona;6;0;Camp Nou
Barcelona;6;1;Camp Nou
Barcelona;6;2;Camp Nou
Barcelona;7;0;Camp Nou
Barcelona;7;1;Camp Nou
Barcelona;7;2;Camp Nou
Barcelona;8;0;Camp Nou
Barcelona;8;1;Camp Nou
Barcelona;9;0;Camp Nou
Betis;0;0;Benito Villamarín
Betis;0;1;Benito Villamarín
Betis;0;2;Benito Villamarín
Betis;0;3;Benito Villamarín
Betis;0;4;Benito Villamarín
Betis;0;5;Benito Villamarín
Betis;1;0;Benito Villamarín
Betis;1;1;Benito Villamarín
Betis;1;2;Benito Villamarín
Betis;1;3;Benito Villamarín
Betis;1;4;Benito Villamarín
Betis;1;5;Benito Villamarín
Betis;2;0;Benito Villamarín
Betis;2;1;Benito Villamarín
Betis;2;2;Benito Villamarín
Betis;2;3;Benito Villamarín
Betis;2;4;Benito Villamarín
Betis;2;5;Benito Villamarín
Betis;2;6;Benito Villamarín
Betis;3;0;Benito Villamarín
Betis;3;1;Benito Villamarín
Betis;3;2;Benito Villamarín
Betis;3;3;Benito Villamarín
Betis;4;0;Benito Villamarín
Betis;4;1;Benito Villamarín
Betis;4;2;Benito Villamarín
Betis;4;3;Benito Villamarín
Betis;5;0;Benito Villamarín
Betis;5;1;Benito Villamarín
Betis;5;2;Benito Villamarín
Betis;6;0;Benito Villamarín
Burgos (Real);0;0;Pallafría
Burgos (Real);0;1;Pallafría
Burgos (Real);0;2;Pallafría
Burgos (Real);0;3;Pallafría
Burgos (Real);1;0;Pallafría
Burgos (Real);1;1;Pallafría
Burgos (Real);1;2;Pallafría
Burgos (Real);1;3;Pallafría
Burgos (Real);1;4;Pallafría
Burgos (Real);2;0;Pallafría
Burgos (Real);2;1;Pallafría
Burgos (Real);2;2;Pallafría
Burgos (Real);2;5;Pallafría
Burgos (Real);3;0;Pallafría
Burgos (Real);3;1;Pallafría
Burgos (Real);3;2;Pallafría
Burgos (Real);4;0;Pallafría
Burgos (Real);4;1;Pallafría
Burgos (Real);5;0;Pallafría
Burgos (Real);6;0;Pallafría
Burgos;0;0;Municipal de El Plantío
Burgos;0;1;Municipal de El Plantío
Burgos;0;2;Municipal de El Plantío
Burgos;0;3;Municipal de El Plantío
Burgos;0;4;Municipal de El Plantío
Burgos;1;0;Municipal de El Plantío
Burgos;1;1;Municipal de El Plantío
Burgos;1;2;Municipal de El Plantío
Burgos;1;3;Municipal de El Plantío
Burgos;2;0;Municipal de El Plantío
Burgos;2;1;Municipal de El Plantío
Burgos;2;2;Municipal de El Plantío
Burgos;2;3;Municipal de El Plantío
Burgos;2;4;Municipal de El Plantío
Burgos;3;0;Municipal de El Plantío
Burgos;3;1;Municipal de El Plantío
Burgos;3;2;Municipal de El Plantío
Burgos;3;3;Municipal de El Plantío
Burgos;4;0;Municipal de El Plantío
Burgos;4;1;Municipal de El Plantío
Burgos;5;0;Municipal de El Plantío
Burgos;5;1;Municipal de El Plantío
Burgos;6;0;Municipal de El Plantío
Cádiz;0;0;Ramón de Carranza
Cádiz;0;1;Ramón de Carranza
Cádiz;0;2;Ramón de Carranza
Cádiz;0;3;Ramón de Carranza
Cádiz;0;4;Ramón de Carranza
Cádiz;0;5;Ramón de Carranza
Cádiz;1;0;Ramón de Carranza
Cádiz;1;1;Ramón de Carranza
Cádiz;1;2;Ramón de Carranza
Cádiz;1;3;Ramón de Carranza
Cádiz;1;5;Ramón de Carranza
Cádiz;2;0;Ramón de Carranza
Cádiz;2;1;Ramón de Carranza
Cádiz;2;2;Ramón de Carranza
Cádiz;2;3;Ramón de Carranza
Cádiz;2;4;Ramón de Carranza
Cádiz;3;0;Ramón de Carranza
Cádiz;3;1;Ramón de Carranza
Cádiz;3;2;Ramón de Carranza
Cádiz;3;3;Ramón de Carranza
Cádiz;4;0;Ramón de Carranza
Cádiz;4;1;Ramón de Carranza
Cádiz;4;2;Ramón de Carranza
Cádiz;4;3;Ramón de Carranza
Cádiz;5;0;Ramón de Carranza
Cádiz;5;1;Ramón de Carranza
Cádiz;5;2;Ramón de Carranza
Cádiz;5;4;Ramón de Carranza
Cádiz;6;0;Ramón de Carranza
Cádiz;6;1;Ramón de Carranza
Cádiz;7;2;Ramón de Carranza
Calvo Sotelo;0;0;Ciudad de Puertollano
Calvo Sotelo;0;1;Ciudad de Puertollano
Calvo Sotelo;0;2;Ciudad de Puertollano
Calvo Sotelo;0;3;Ciudad de Puertollano
Calvo Sotelo;1;0;Ciudad de Puertollano
Calvo Sotelo;1;1;Ciudad de Puertollano
Calvo Sotelo;1;2;Ciudad de Puertollano
Calvo Sotelo;2;0;Ciudad de Puertollano
Calvo Sotelo;2;1;Ciudad de Puertollano
Calvo Sotelo;2;2;Ciudad de Puertollano
Calvo Sotelo;2;3;Ciudad de Puertollano
Calvo Sotelo;2;4;Ciudad de Puertollano
Calvo Sotelo;3;0;Ciudad de Puertollano
Calvo Sotelo;3;1;Ciudad de Puertollano
Calvo Sotelo;3;2;Ciudad de Puertollano
Calvo Sotelo;3;3;Ciudad de Puertollano
Calvo Sotelo;4;2;Ciudad de Puertollano
Cartagena F.C.;0;0;Cartagonova
Cartagena F.C.;0;1;Cartagonova
Cartagena F.C.;0;2;Cartagonova
Cartagena F.C.;0;3;Cartagonova
Cartagena F.C.;1;0;Cartagonova
Cartagena F.C.;1;1;Cartagonova
Cartagena F.C.;1;2;Cartagonova
Cartagena F.C.;1;3;Cartagonova
Cartagena F.C.;2;0;Cartagonova
Cartagena F.C.;2;1;Cartagonova
Cartagena F.C.;2;2;Cartagonova
Cartagena F.C.;2;3;Cartagonova
Cartagena F.C.;2;4;Cartagonova
Cartagena F.C.;3;0;Cartagonova
Cartagena F.C.;3;1;Cartagonova
Cartagena F.C.;3;2;Cartagonova
Cartagena F.C.;3;3;Cartagonova
Cartagena F.C.;4;0;Cartagonova
Cartagena F.C.;4;1;Cartagonova
Cartagena F.C.;4;2;Cartagonova
Cartagena F.C.;4;3;Cartagonova
Cartagena F.C.;5;3;Cartagonova
Cartagena;0;0;Cartagonova
Cartagena;0;1;Cartagonova
Cartagena;0;2;Cartagonova
Cartagena;0;3;Cartagonova
Cartagena;0;4;Cartagonova
Cartagena;1;0;Cartagonova
Cartagena;1;1;Cartagonova
Cartagena;1;2;Cartagonova
Cartagena;1;3;Cartagonova
Cartagena;2;0;Cartagonova
Cartagena;2;1;Cartagonova
Cartagena;2;2;Cartagonova
Cartagena;2;4;Cartagonova
Cartagena;3;1;Cartagonova
Cartagena;3;2;Cartagonova
Cartagena;3;4;Cartagonova
Cartagena;3;5;Cartagonova
Cartagena;4;1;Cartagonova
Cartagena;5;1;Cartagonova
Cartagena;5;2;Cartagonova
Cartagena;6;2;Cartagonova
Castellón;0;0;Nuevo Castalia
Castellón;0;1;Nuevo Castalia
Castellón;0;2;Nuevo Castalia
Castellón;0;3;Nuevo Castalia
Castellón;0;5;Nuevo Castalia
Castellón;1;0;Nuevo Castalia
Castellón;1;1;Nuevo Castalia
Castellón;1;2;Nuevo Castalia
Castellón;1;3;Nuevo Castalia
Castellón;1;4;Nuevo Castalia
Castellón;1;5;Nuevo Castalia
Castellón;1;6;Nuevo Castalia
Castellón;2;0;Nuevo Castalia
Castellón;2;1;Nuevo Castalia
Castellón;2;2;Nuevo Castalia
Castellón;2;3;Nuevo Castalia
Castellón;3;0;Nuevo Castalia
Castellón;3;1;Nuevo Castalia
Castellón;3;2;Nuevo Castalia
Castellón;3;3;Nuevo Castalia
Castellón;3;5;Nuevo Castalia
Castellón;4;0;Nuevo Castalia
Castellón;4;1;Nuevo Castalia
Castellón;4;2;Nuevo Castalia
Castellón;5;0;Nuevo Castalia
Castellón;5;1;Nuevo Castalia
Castellón;5;2;Nuevo Castalia
Castellón;6;0;Nuevo Castalia
Celta;0;0;Balaídos
Celta;0;1;Balaídos
Celta;0;2;Balaídos
Celta;0;3;Balaídos
Celta;0;4;Balaídos
Celta;0;5;Balaídos
Celta;1;0;Balaídos
Celta;1;1;Balaídos
Celta;1;2;Balaídos
Celta;1;3;Balaídos
Celta;1;4;Balaídos
Celta;1;5;Balaídos
Celta;2;0;Balaídos
Celta;2;1;Balaídos
Celta;2;2;Balaídos
Celta;2;3;Balaídos
Celta;2;4;Balaídos
Celta;2;5;Balaídos
Celta;3;0;Balaídos
Celta;3;1;Balaídos
Celta;3;2;Balaídos
Celta;3;3;Balaídos
Celta;4;0;Balaídos
Celta;4;1;Balaídos
Celta;4;2;Balaídos
Celta;4;3;Balaídos
Celta;5;0;Balaídos
Celta;5;1;Balaídos
Celta;5;2;Balaídos
Celta;5;3;Balaídos
Celta;6;0;Balaídos
Celta;6;1;Balaídos
Celta;6;2;Balaídos
Ceuta;0;0;Municipal Alfonso Murube
Ceuta;0;1;Municipal Alfonso Murube
Ceuta;0;3;Municipal Alfonso Murube
Ceuta;1;0;Municipal Alfonso Murube
Ceuta;1;1;Municipal Alfonso Murube
Ceuta;1;2;Municipal Alfonso Murube
Ceuta;2;0;Municipal Alfonso Murube
Ceuta;2;1;Municipal Alfonso Murube
Ceuta;3;0;Municipal Alfonso Murube
Ceuta;3;1;Municipal Alfonso Murube
Ceuta;3;2;Municipal Alfonso Murube
Ceuta;3;3;Municipal Alfonso Murube
Compostela;0;0;Multiusos de San Lázaro
Compostela;0;1;Multiusos de San Lázaro
Compostela;0;2;Multiusos de San Lázaro
Compostela;0;3;Multiusos de San Lázaro
Compostela;0;4;Multiusos de San Lázaro
Compostela;0;5;Multiusos de San Lázaro
Compostela;1;0;Multiusos de San Lázaro
Compostela;1;1;Multiusos de San Lázaro
Compostela;1;2;Multiusos de San Lázaro
Compostela;1;3;Multiusos de San Lázaro
Compostela;1;4;Multiusos de San Lázaro
Compostela;1;5;Multiusos de San Lázaro
Compostela;2;0;Multiusos de San Lázaro
Compostela;2;1;Multiusos de San Lázaro
Compostela;2;2;Multiusos de San Lázaro
Compostela;2;3;Multiusos de San Lázaro
Compostela;3;0;Multiusos de San Lázaro
Compostela;3;1;Multiusos de San Lázaro
Compostela;3;2;Multiusos de San Lázaro
Compostela;3;3;Multiusos de San Lázaro
Compostela;4;0;Multiusos de San Lázaro
Compostela;4;1;Multiusos de San Lázaro
Compostela;5;1;Multiusos de San Lázaro
Córdoba;0;0;Nuevo Arcángel
Córdoba;0;1;Nuevo Arcángel
Córdoba;0;2;Nuevo Arcángel
Córdoba;0;3;Nuevo Arcángel
Córdoba;0;4;Nuevo Arcángel
Córdoba;0;8;Nuevo Arcángel
Córdoba;1;0;Nuevo Arcángel
Córdoba;1;1;Nuevo Arcángel
Córdoba;1;2;Nuevo Arcángel
Córdoba;1;3;Nuevo Arcángel
Córdoba;1;4;Nuevo Arcángel
Córdoba;2;0;Nuevo Arcángel
Córdoba;2;1;Nuevo Arcángel
Córdoba;2;2;Nuevo Arcángel
Córdoba;2;3;Nuevo Arcángel
Córdoba;2;4;Nuevo Arcángel
Córdoba;3;0;Nuevo Arcángel
