EQUIPO_LOCAL;EQUIPO_VISITANTE
Valencia B;Sant Andreu
Valencia B;Sevilla
Valencia B;Tenerife
Valencia B;Valladolid
Valencia;Alavés
Valencia;Albacete
Valencia;Almería
Valencia;Almería (A.D.)
Valencia;At. Madrid
Valencia;Ath. Bilbao
Valencia;Ath. Bilbao B
Valencia;Barcelona
Valencia;Barcelona B
Valencia;Betis
Valencia;Burgos
Valencia;Burgos (Real)
Valencia;Cádiz
Valencia;Cartagena F.C.
Valencia;Castellón
Valencia;Celta
Valencia;Compostela
Valencia;Córdoba
Valencia;Dptivo. Coruña
Valencia;Éibar
Valencia;Elche
Valencia;Espanyol
Valencia;Extremadura
Valencia;Figueres
Valencia;Getafe
Valencia;Gimn. Tarragon
Valencia;Granada
Valencia;Hércules
Valencia;Las Palmas
Valencia;Levante
Valencia;Lleida
Valencia;Logroñés
Valencia;Málaga
Valencia;Málaga (C.D.)
Valencia;Mallorca
Valencia;Mérida
Valencia;Murcia
Valencia;Numancia
Valencia;Osasuna
Valencia;Oviedo
Valencia;Rac. Santander
Valencia;Rayo Vallecano
Valencia;Real Madrid
Valencia;Real Madrid B
Valencia;Real Sociedad
Valencia;Rec. Huelva
Valencia;Sabadell
Valencia;Salamanca
Valencia;Sestao
Valencia;Sevilla
Valencia;Sporting Gijón
Valencia;Tenerife
Valencia;Valladolid
Valencia;Villarreal
Valencia;Xerez
Valencia;Zaragoza
Valladolid;Alavés
Valladolid;Albacete
Valladolid;Alcorcón
Valladolid;Alcoyano
Valladolid;Algeciras
Valladolid;Almería
Valladolid;Almería (A.D.)
Valladolid;At. Madrid
Valladolid;Ath. Bilbao
Valladolid;Ath. Bilbao B
Valladolid;Badajoz
Valladolid;Barakaldo
Valladolid;Barcelona
Valladolid;Barcelona B
Valladolid;Betis
Valladolid;Burgos
Valladolid;Burgos (Real)
Valladolid;Cádiz
Valladolid;Calvo Sotelo
Valladolid;Cartagena
Valladolid;Castellón
Valladolid;Celta
Valladolid;Compostela
Valladolid;Córdoba
Valladolid;Cult. Leonesa
Valladolid;Dptivo. Coruña
Valladolid;Éibar
Valladolid;Ejido
Valladolid;Elche
Valladolid;Ensidesa
Valladolid;Espanyol
Valladolid;Extremadura
Valladolid;Ferrol
Valladolid;Figueres
Valladolid;Getafe
Valladolid;Gimn. Tarragon
Valladolid;Girona
Valladolid;Granada
Valladolid;Granada 74
Valladolid;Guadalajara
Valladolid;Hércules
Valladolid;Huesca
Valladolid;Jaén
Valladolid;Las Palmas
Valladolid;Leganés
Valladolid;Levante
Valladolid;Linares
Valladolid;Llagostera
Valladolid;Lleida
Valladolid;Logroñés
Valladolid;Lorca
Valladolid;Lugo
Valladolid;Málaga
Valladolid;Málaga (C.D.)
Valladolid;Málaga B
Valladolid;Mallorca
Valladolid;Marbella
Valladolid;Mérida
Valladolid;Mirandés
Valladolid;Murcia
Valladolid;Numancia
Valladolid;Osasuna
Valladolid;Ourense
Valladolid;Oviedo
Valladolid;Palamós
Valladolid;Palencia
Valladolid;Ponferradina
Valladolid;Pontevedra
Valladolid;Rac. Santander
Valladolid;Rayo Vallecano
Valladolid;Real Madrid
Valladolid;Real Madrid B
Valladolid;Real Sociedad
Valladolid;Rec. Huelva
Valladolid;Sabadell
Valladolid;Salamanca
Valladolid;Sant Andreu
Valladolid;Sestao
Valladolid;Sevilla
Valladolid;Sporting Gijón
Valladolid;Tenerife
Valladolid;Terrassa
Valladolid;Toledo
Valladolid;Valencia
Valladolid;Valencia B
Valladolid;Vecindario
Valladolid;Villarreal
Valladolid;Villarreal B
Valladolid;Xerez
Valladolid;Zaragoza
Vecindario;Alavés
Vecindario;Albacete
Vecindario;Almería
Vecindario;Cádiz
Vecindario;Castellón
Vecindario;Ejido
Vecindario;Elche
Vecindario;Granada 74
Vecindario;Hércules
Vecindario;Las Palmas
Vecindario;Lorca
Vecindario;Málaga
Vecindario;Murcia
Vecindario;Numancia
Vecindario;Ponferradina
Vecindario;Real Madrid B
Vecindario;Salamanca
Vecindario;Sporting Gijón
Vecindario;Tenerife
Vecindario;Valladolid
Vecindario;Xerez
Villarreal B;Albacete
Villarreal B;Alcorcón
Villarreal B;Alcoyano
Villarreal B;Almería
Villarreal B;Barcelona B
Villarreal B;Betis
Villarreal B;Cádiz
Villarreal B;Cartagena
Villarreal B;Castellón
Villarreal B;Celta
Villarreal B;Córdoba
Villarreal B;Dptivo. Coruña
Villarreal B;Elche
Villarreal B;Gimn. Tarragon
Villarreal B;Girona
Villarreal B;Granada
Villarreal B;Guadalajara
Villarreal B;Hércules
Villarreal B;Huesca
Villarreal B;Las Palmas
Villarreal B;Levante
Villarreal B;Murcia
Villarreal B;Numancia
Villarreal B;Ponferradina
Villarreal B;Rayo Vallecano
Villarreal B;Real Sociedad
Villarreal B;Real Unión
Villarreal B;Rec. Huelva
Villarreal B;Sabadell
Villarreal B;Salamanca
Villarreal B;Tenerife
Villarreal B;Valladolid
Villarreal B;Xerez
Villarreal;Alavés
Villarreal;Albacete
Villarreal;Alcorcón
Villarreal;Almería
Villarreal;At. Madrid
Villarreal;At. Madrid B
Villarreal;Ath. Bilbao
Villarreal;Ath. Bilbao B
Villarreal;Badajoz
Villarreal;Barcelona
Villarreal;Barcelona B
Villarreal;Betis
Villarreal;Burgos (Real)
Villarreal;Cádiz
Villarreal;Castellón
Villarreal;Celta
Villarreal;Compostela
Villarreal;Córdoba
Villarreal;Dptivo. Coruña
Villarreal;Écija
Villarreal;Éibar
Villarreal;Elche
Villarreal;Espanyol
Villarreal;Extremadura
Villarreal;Figueres
Villarreal;Getafe
Villarreal;Gimn. Tarragon
Villarreal;Girona
Villarreal;Granada
Villarreal;Guadalajara
Villarreal;Hércules
Villarreal;Huesca
Villarreal;Jaén
Villarreal;Las Palmas
Villarreal;Leganés
Villarreal;Levante
Villarreal;Lleida
Villarreal;Logroñés
Villarreal;Lugo
Villarreal;Málaga
Villarreal;Mallorca
Villarreal;Marbella
Villarreal;Mérida
Villarreal;Mirandés
Villarreal;Murcia
Villarreal;Numancia
Villarreal;Osasuna
Villarreal;Ourense
Villarreal;Oviedo
Villarreal;Palamós
Villarreal;Ponferradina
Villarreal;Rac. Santander
Villarreal;Rayo Vallecano
Villarreal;Real Madrid
Villarreal;Real Madrid B
Villarreal;Real Sociedad
Villarreal;Rec. Huelva
Villarreal;Sabadell
Villarreal;Salamanca
Villarreal;Sestao
Villarreal;Sevilla
Villarreal;Sporting Gijón
Villarreal;Tenerife
Villarreal;Toledo
Villarreal;Valencia
Villarreal;Valladolid
Villarreal;Xerez
Villarreal;Zaragoza
Xerez;Alavés
Xerez;Albacete
Xerez;Alcorcón
Xerez;Alcoyano
Xerez;Algeciras
Xerez;Alicante
Xerez;Almería
Xerez;Alzira
Xerez;At. Madrid
Xerez;At. Madrid B
Xerez;Ath. Bilbao
Xerez;Ath. Bilbao B
Xerez;Avilés
Xerez;Badajoz
Xerez;Barcelona
Xerez;Barcelona B
Xerez;Betis
Xerez;Burgos
Xerez;Burgos (Real)
Xerez;Cádiz
Xerez;Cartagena
Xerez;Cartagena F.C.
Xerez;Castellón
Xerez;Celta
Xerez;Compostela
Xerez;Córdoba
Xerez;Dptivo. Coruña
Xerez;Éibar
Xerez;Ejido
Xerez;Elche
Xerez;Espanyol
Xerez;Extremadura
Xerez;Ferrol
Xerez;Figueres
Xerez;Getafe
Xerez;Gimn. Tarragon
Xerez;Girona
Xerez;Granada
Xerez;Granada 74
Xerez;Guadalajara
Xerez;Hércules
Xerez;Huesca
Xerez;Jaén
Xerez;Las Palmas
Xerez;Leganés
Xerez;Levante
Xerez;Linares
Xerez;Lleida
Xerez;Logroñés
Xerez;Lorca
Xerez;Lugo
Xerez;Málaga
Xerez;Málaga (C.D.)
Xerez;Málaga B
Xerez;Mallorca
Xerez;Mirandés
Xerez;Mollerussa
Xerez;Murcia
Xerez;Numancia
Xerez;Orihuela
Xerez;Osasuna
Xerez;Ourense
Xerez;Oviedo
Xerez;Palamós
Xerez;Palencia
Xerez;Ponferradina
Xerez;Pontevedra
Xerez;Rac. Santander
Xerez;Rayo Vallecano
Xerez;Real Madrid
Xerez;Real Madrid B
Xerez;Real Sociedad
Xerez;Rec. Huelva
Xerez;Sabadell
Xerez;Salamanca
Xerez;Sestao
Xerez;Sevilla
Xerez;Sevilla B
Xerez;Sporting Gijón
Xerez;Tenerife
Xerez;Terrassa
Xerez;Toledo
Xerez;Valencia
Xerez;Valladolid
Xerez;Vecindario
Xerez;Villarreal
Xerez;Villarreal B
Xerez;Zaragoza
Zaragoza B;Albacete
Zaragoza B;At. Madrid B
Zaragoza B;Ath. Bilbao B
Zaragoza B;Barcelona B
Zaragoza B;Cartagena F.C.
Zaragoza B;Castellón
Zaragoza B;Dptivo. Coruña
Zaragoza B;Elche
Zaragoza B;Logroñés
Zaragoza B;Málaga (C.D.)
Zaragoza B;Mallorca
Zaragoza B;Murcia
Zaragoza B;Oviedo
Zaragoza B;Rayo Vallecano
Zaragoza B;Real Madrid B
Zaragoza B;Rec. Huelva
Zaragoza B;Sabadell
Zaragoza B;Sestao
Zaragoza B;Tenerife
Zaragoza;Alavés
Zaragoza;Albacete
Zaragoza;Alcorcón
Zaragoza;Alicante
Zaragoza;Almería
Zaragoza;Almería (A.D.)
Zaragoza;At. Madrid
Zaragoza;Ath. Bilbao
Zaragoza;Badajoz
Zaragoza;Barakaldo
Zaragoza;Barcelona
Zaragoza;Barcelona B
Zaragoza;Betis
Zaragoza;Burgos
Zaragoza;Burgos (Real)
Zaragoza;Cádiz
Zaragoza;Calvo Sotelo
Zaragoza;Castellón
Zaragoza;Celta
Zaragoza;Compostela
Zaragoza;Córdoba
Zaragoza;Dptivo. Coruña
Zaragoza;Éibar
Zaragoza;Ejido
Zaragoza;Elche
Zaragoza;Espanyol
Zaragoza;Extremadura
Zaragoza;Ferrol
Zaragoza;Getafe
Zaragoza;Gimn. Tarragon
Zaragoza;Girona
Zaragoza;Granada
Zaragoza;Hércules
Zaragoza;Huesca
Zaragoza;Jaén
Zaragoza;Las Palmas
Zaragoza;Leganés
Zaragoza;Levante
Zaragoza;Llagostera
Zaragoza;Lleida
Zaragoza;Logroñés
Zaragoza;Lugo
Zaragoza;Málaga
Zaragoza;Málaga (C.D.)
Zaragoza;Mallorca
Zaragoza;Mérida
Zaragoza;Mirandés
Zaragoza;Murcia
Zaragoza;Numancia
Zaragoza;Osasuna
Zaragoza;Oviedo
Zaragoza;Ponferradina
Zaragoza;Rac. Santander
Zaragoza;Rayo Vallecano
Zaragoza;Real Madrid
Zaragoza;Real Madrid B
Zaragoza;Real Sociedad
Zaragoza;Rec. Huelva
Zaragoza;Sabadell
Zaragoza;Salamanca
Zaragoza;Sevilla
Zaragoza;Sevilla B
Zaragoza;Sporting Gijón
Zaragoza;Tenerife
Zaragoza;Terrassa
Zaragoza;Valencia
Zaragoza;Valladolid
Zaragoza;Villarreal
Zaragoza;Xerez
