idPartido;EquipoLocal;EquipoVisitante;GolesLocal;GolesVisitante;Estadio;idJor
8111;Rec. Huelva;Elche;1;0;Nuevo Colombino;
8112;Algeciras;Castellón;1;1;Nuevo Mirador;
8113;At. Madrid B;Palencia;2;1;Cerro del Espino;
8114;Barcelona B;Las Palmas;3;2;;
8115;Cartagena F.C.;Hércules;0;0;Cartagonova;
8116;Dptivo. Coruña;Rayo Vallecano;3;1;Abanca-Riazor;
8117;Elche;Celta;2;1;Martínez Valero;
8118;Granada;Real Madrid B;0;1;Miguel Prieto;
8119;Linares;Rec. Huelva;2;1;Municipal de La Línea;
8120;Rac. Santander;Oviedo;2;1;El Sardinero;
8121;Tenerife;Ath. Bilbao B;0;1;Heliodoro Rodríguez López;
8122;Algeciras;Tenerife;0;1;Nuevo Mirador;
8123;Castellón;Elche;1;3;Nuevo Castalia;
8124;Celta;Linares;2;2;Balaídos;
8125;Hércules;Ath. Bilbao B;1;2;José Rico Pérez;
8126;Las Palmas;At. Madrid B;2;1;Gran Canaria;
8127;Oviedo;Dptivo. Coruña;1;3;Municipal Carlos Tartiere;
8128;Palencia;Rac. Santander;0;3;;
8129;Rayo Vallecano;Cartagena F.C.;3;1;Campo de Fútbol de Vallecas;
8130;Real Madrid B;Barcelona B;3;0;Alfredo Di Stéfano;
8131;Rec. Huelva;Granada;1;1;Nuevo Colombino;
8132;At. Madrid B;Real Madrid B;2;3;Cerro del Espino;
8133;Ath. Bilbao B;Rayo Vallecano;1;1;Instalaciones de Lezama;
8134;Barcelona B;Rec. Huelva;6;1;;
8135;Cartagena F.C.;Oviedo;0;1;Cartagonova;
8136;Dptivo. Coruña;Palencia;2;0;Abanca-Riazor;
8137;Elche;Algeciras;3;0;Martínez Valero;
8138;Granada;Celta;0;0;Miguel Prieto;
8139;Linares;Castellón;0;1;Municipal de La Línea;
8140;Rac. Santander;Las Palmas;4;0;El Sardinero;
8141;Tenerife;Hércules;1;3;Heliodoro Rodríguez López;
8142;Algeciras;Linares;1;1;Nuevo Mirador;
8143;Castellón;Granada;1;0;Nuevo Castalia;
8144;Celta;Barcelona B;2;2;Balaídos;
8145;Elche;Tenerife;4;3;Martínez Valero;
8146;Las Palmas;Dptivo. Coruña;0;0;Gran Canaria;
8147;Oviedo;Ath. Bilbao B;1;2;Municipal Carlos Tartiere;
8148;Palencia;Cartagena F.C.;0;0;;
8149;Rayo Vallecano;Hércules;1;1;Campo de Fútbol de Vallecas;
8150;Real Madrid B;Rac. Santander;0;0;Alfredo Di Stéfano;
8151;Rec. Huelva;At. Madrid B;1;3;Nuevo Colombino;
8152;At. Madrid B;Celta;0;1;Cerro del Espino;
8153;Ath. Bilbao B;Palencia;2;1;Instalaciones de Lezama;
8154;Barcelona B;Castellón;2;2;;
8155;Cartagena F.C.;Las Palmas;0;2;Cartagonova;
8156;Dptivo. Coruña;Real Madrid B;2;2;Abanca-Riazor;
8157;Granada;Algeciras;3;1;Miguel Prieto;
8158;Hércules;Oviedo;3;1;José Rico Pérez;
8159;Linares;Elche;2;2;Municipal de La Línea;
8160;Rac. Santander;Rec. Huelva;1;0;El Sardinero;
8161;Tenerife;Rayo Vallecano;1;0;Heliodoro Rodríguez López;
8162;Algeciras;Barcelona B;1;0;Nuevo Mirador;
8163;Castellón;At. Madrid B;1;0;Nuevo Castalia;
8164;Celta;Rac. Santander;0;1;Balaídos;
8165;Elche;Granada;2;0;Martínez Valero;
8166;Las Palmas;Ath. Bilbao B;0;2;Gran Canaria;
8167;Linares;Tenerife;3;2;Municipal de La Línea;
8168;Oviedo;Rayo Vallecano;1;1;Municipal Carlos Tartiere;
8169;Palencia;Hércules;1;1;;
8170;Real Madrid B;Cartagena F.C.;3;1;Alfredo Di Stéfano;
8171;Rec. Huelva;Dptivo. Coruña;1;0;Nuevo Colombino;
8172;At. Madrid B;Algeciras;1;1;Cerro del Espino;
8173;Ath. Bilbao B;Real Madrid B;2;2;Instalaciones de Lezama;
8174;Barcelona B;Elche;3;2;;
8175;Cartagena F.C.;Rec. Huelva;3;0;Cartagonova;
8176;Dptivo. Coruña;Celta;1;3;Abanca-Riazor;
8177;Granada;Linares;3;0;Miguel Prieto;
8178;Hércules;Las Palmas;3;0;José Rico Pérez;
8179;Rac. Santander;Castellón;4;0;El Sardinero;
8180;Rayo Vallecano;Palencia;1;0;Campo de Fútbol de Vallecas;
8181;Tenerife;Oviedo;2;0;Heliodoro Rodríguez López;
8182;Algeciras;Rac. Santander;2;0;Nuevo Mirador;
8183;Castellón;Dptivo. Coruña;0;0;Nuevo Castalia;
8184;Celta;Cartagena F.C.;1;1;Balaídos;
8185;Elche;At. Madrid B;2;1;Martínez Valero;
8186;Granada;Tenerife;2;1;Miguel Prieto;
8187;Las Palmas;Rayo Vallecano;3;0;Gran Canaria;
8188;Linares;Barcelona B;0;1;Municipal de La Línea;
8189;Palencia;Oviedo;1;1;;
8190;Real Madrid B;Hércules;1;1;Alfredo Di Stéfano;
8191;Rec. Huelva;Ath. Bilbao B;2;1;Nuevo Colombino;
8192;At. Madrid B;Linares;4;1;Cerro del Espino;
8193;Ath. Bilbao B;Celta;1;0;Instalaciones de Lezama;
8194;Barcelona B;Granada;1;0;;
8195;Cartagena F.C.;Castellón;2;0;Cartagonova;
8196;Dptivo. Coruña;Algeciras;1;0;Abanca-Riazor;
8197;Hércules;Rec. Huelva;3;0;José Rico Pérez;
8198;Oviedo;Las Palmas;1;0;Municipal Carlos Tartiere;
8199;Rac. Santander;Elche;0;0;El Sardinero;
8200;Rayo Vallecano;Real Madrid B;1;1;Campo de Fútbol de Vallecas;
8201;Tenerife;Palencia;1;1;Heliodoro Rodríguez López;
8202;Algeciras;Cartagena F.C.;1;2;Nuevo Mirador;
8203;Barcelona B;Tenerife;1;1;;
8204;Castellón;Ath. Bilbao B;1;0;Nuevo Castalia;
8205;Celta;Hércules;3;1;Balaídos;
8206;Elche;Dptivo. Coruña;1;2;Martínez Valero;
8207;Granada;At. Madrid B;0;1;Miguel Prieto;
8208;Las Palmas;Palencia;1;1;Gran Canaria;
8209;Linares;Rac. Santander;2;1;Municipal de La Línea;
8210;Real Madrid B;Oviedo;3;2;Alfredo Di Stéfano;
8211;Rec. Huelva;Rayo Vallecano;0;1;Nuevo Colombino;
8212;At. Madrid B;Barcelona B;2;2;Cerro del Espino;
8213;Ath. Bilbao B;Algeciras;4;0;Instalaciones de Lezama;
8214;Cartagena F.C.;Elche;0;0;Cartagonova;
8215;Dptivo. Coruña;Linares;1;0;Abanca-Riazor;
8216;Hércules;Castellón;2;0;José Rico Pérez;
8217;Las Palmas;Tenerife;0;2;Gran Canaria;
8218;Oviedo;Rec. Huelva;0;1;Municipal Carlos Tartiere;
8219;Palencia;Real Madrid B;1;2;;
8220;Rac. Santander;Granada;1;2;El Sardinero;
8221;Rayo Vallecano;Celta;0;0;Campo de Fútbol de Vallecas;
8222;Algeciras;Hércules;2;0;Nuevo Mirador;
8223;Barcelona B;Rac. Santander;1;0;;
8224;Castellón;Rayo Vallecano;2;2;Nuevo Castalia;
8225;Celta;Oviedo;1;0;Balaídos;
8226;Elche;Ath. Bilbao B;4;0;Martínez Valero;
8227;Granada;Dptivo. Coruña;4;1;Miguel Prieto;
8228;Linares;Cartagena F.C.;3;0;Municipal de La Línea;
8229;Real Madrid B;Las Palmas;2;2;Alfredo Di Stéfano;
8230;Rec. Huelva;Palencia;2;0;Nuevo Colombino;
8231;Tenerife;At. Madrid B;2;1;Heliodoro Rodríguez López;
8232;Ath. Bilbao;Valladolid;1;1;San Mamés;
8233;Betis;Real Sociedad;0;0;Benito Villamarín;
8234;Elche;Valencia;0;1;Martínez Valero;
8235;Espanyol;At. Madrid;0;0;RCDE Stadium;
8236;Málaga (C.D.);Sevilla;0;1;;
8237;Osasuna;Murcia;2;0;El Sadar;
8238;Rac. Santander;Sporting Gijón;1;0;El Sardinero;
8239;Real Madrid;Barcelona;0;3;Santiago Bernabéu;
8240;Zaragoza;Hércules;0;1;La Romareda;
8241;At. Madrid;Osasuna;3;0;Wanda Metropolitano;
8242;Barcelona;Zaragoza;4;0;Camp Nou;
8243;Hércules;Elche;1;0;José Rico Pérez;
8244;Murcia;Betis;0;1;Enrique Roca de Murcia;
8245;Real Sociedad;Málaga (C.D.);0;1;Reale Arena;
8246;Sevilla;Ath. Bilbao;3;0;Ramón Sánchez-Pizjuán;
8247;Sporting Gijón;Real Madrid;1;1;El Requexón;
8248;Valencia;Espanyol;5;1;Mestalla;
8249;Valladolid;Rac. Santander;1;0;José Zorrilla;
8250;Betis;At. Madrid;0;1;Benito Villamarín;
8251;Elche;Barcelona;0;0;Martínez Valero;
8252;Espanyol;Hércules;2;2;RCDE Stadium;
8253;Málaga (C.D.);Ath. Bilbao;0;1;;
8254;Osasuna;Valencia;2;0;El Sadar;
8255;Rac. Santander;Sevilla;1;0;El Sardinero;
8256;Real Madrid;Valladolid;2;0;Santiago Bernabéu;
8257;Real Sociedad;Murcia;4;0;Reale Arena;
8258;Zaragoza;Sporting Gijón;2;0;La Romareda;
8259;At. Madrid;Real Sociedad;2;1;Wanda Metropolitano;
8260;Ath. Bilbao;Rac. Santander;1;0;San Mamés;
8261;Barcelona;Espanyol;1;0;Camp Nou;
8262;Hércules;Osasuna;1;1;José Rico Pérez;
8263;Murcia;Málaga (C.D.);4;0;Enrique Roca de Murcia;
8264;Sevilla;Real Madrid;1;0;Ramón Sánchez-Pizjuán;
8265;Sporting Gijón;Elche;2;0;El Requexón;
8266;Valencia;Betis;0;1;Mestalla;
8267;Valladolid;Zaragoza;1;1;José Zorrilla;
8268;Betis;Barcelona;1;2;Benito Villamarín;
8269;Elche;Sevilla;0;0;Martínez Valero;
8270;Espanyol;Valladolid;2;2;RCDE Stadium;
8271;Murcia;Valencia;0;3;Enrique Roca de Murcia;
8272;Málaga (C.D.);At. Madrid;1;0;;
8273;Osasuna;Sporting Gijón;0;0;El Sadar;
8274;Real Madrid;Rac. Santander;3;0;Santiago Bernabéu;
8275;Real Sociedad;Hércules;4;0;Reale Arena;
8276;Zaragoza;Ath. Bilbao;1;0;La Romareda;
8277;At. Madrid;Murcia;2;1;Wanda Metropolitano;
8278;Ath. Bilbao;Real Madrid;0;0;San Mamés;
8279;Barcelona;Osasuna;2;0;Camp Nou;
8280;Hércules;Betis;2;2;José Rico Pérez;
8281;Rac. Santander;Málaga (C.D.);2;0;El Sardinero;
8282;Sevilla;Zaragoza;2;1;Ramón Sánchez-Pizjuán;
8283;Sporting Gijón;Espanyol;1;0;El Requexón;
8284;Valencia;Real Sociedad;2;0;Mestalla;
8285;Valladolid;Elche;1;2;José Zorrilla;
8286;At. Madrid;Hércules;1;0;Wanda Metropolitano;
8287;Betis;Valladolid;1;1;Benito Villamarín;
8288;Elche;Rac. Santander;2;0;Martínez Valero;
8289;Espanyol;Ath. Bilbao;1;0;RCDE Stadium;
8290;Murcia;Barcelona;1;1;Enrique Roca de Murcia;
8291;Málaga (C.D.);Valencia;0;0;;
8292;Osasuna;Sevilla;4;0;El Sadar;
8293;Real Sociedad;Sporting Gijón;0;0;Reale Arena;
8294;Zaragoza;Real Madrid;0;2;La Romareda;
8295;Ath. Bilbao;Elche;0;0;San Mamés;
8296;Barcelona;Real Sociedad;1;1;Camp Nou;
8297;Hércules;Murcia;2;1;José Rico Pérez;
8298;Rac. Santander;Zaragoza;1;1;El Sardinero;
8299;Real Madrid;Málaga (C.D.);0;0;Santiago Bernabéu;
8300;Sevilla;Espanyol;0;0;Ramón Sánchez-Pizjuán;
8301;Sporting Gijón;Betis;1;1;El Requexón;
8302;Valencia;At. Madrid;0;0;Mestalla;
8303;Valladolid;Osasuna;2;3;José Zorrilla;
8304;At. Madrid;Barcelona;1;2;Wanda Metropolitano;
8305;Betis;Sevilla;1;2;Benito Villamarín;
8306;Elche;Real Madrid;0;1;Martínez Valero;
8307;Espanyol;Rac. Santander;5;0;RCDE Stadium;
8308;Murcia;Sporting Gijón;0;3;Enrique Roca de Murcia;
8309;Málaga (C.D.);Zaragoza;2;0;;
8310;Osasuna;Ath. Bilbao;1;2;El Sadar;
8311;Real Sociedad;Valladolid;0;0;Reale Arena;
8312;Valencia;Hércules;3;0;Mestalla;
8313;Ath. Bilbao;Betis;1;1;San Mamés;
8314;Barcelona;Valencia;1;1;Camp Nou;
8315;Hércules;Málaga (C.D.);1;1;José Rico Pérez;
8316;Rac. Santander;Osasuna;5;0;El Sardinero;
8317;Real Madrid;Espanyol;4;1;Santiago Bernabéu;
8318;Sevilla;Real Sociedad;0;1;Ramón Sánchez-Pizjuán;
8319;Sporting Gijón;At. Madrid;2;1;El Requexón;
8320;Valladolid;Murcia;1;1;José Zorrilla;
8321;Zaragoza;Elche;1;0;La Romareda;
8322;At. Madrid;Sevilla;1;1;Wanda Metropolitano;
8323;Betis;Real Madrid;4;1;Benito Villamarín;
8324;Espanyol;Elche;1;0;RCDE Stadium;
8325;Hércules;Sporting Gijón;1;1;José Rico Pérez;
8326;Murcia;Ath. Bilbao;0;0;Enrique Roca de Murcia;
8327;Málaga (C.D.);Barcelona;1;2;;
8328;Osasuna;Zaragoza;0;1;El Sadar;
8329;Real Sociedad;Rac. Santander;0;0;Reale Arena;
8330;Valencia;Valladolid;0;0;Mestalla;
8331;Ath. Bilbao;Real Sociedad;1;1;San Mamés;
8332;Barcelona;Hércules;2;0;Camp Nou;
8333;Elche;Málaga (C.D.);1;1;Martínez Valero;
8334;Rac. Santander;Betis;1;1;El Sardinero;
8335;Real Madrid;Osasuna;1;0;Santiago Bernabéu;
8336;Sevilla;Murcia;0;0;Ramón Sánchez-Pizjuán;
8337;Sporting Gijón;Valencia;1;1;El Requexón;
8338;Valladolid;At. Madrid;2;2;José Zorrilla;
8339;Zaragoza;Espanyol;1;1;La Romareda;
8340;At. Madrid;Rac. Santander;2;1;Wanda Metropolitano;
8341;Barcelona;Valladolid;4;2;Camp Nou;
8342;Betis;Elche;2;0;Benito Villamarín;
8343;Hércules;Sevilla;0;0;José Rico Pérez;
8344;Murcia;Real Madrid;0;1;Enrique Roca de Murcia;
8345;Málaga (C.D.);Sporting Gijón;0;0;;
8346;Osasuna;Espanyol;5;0;El Sadar;
8347;Real Sociedad;Zaragoza;2;1;Reale Arena;
8348;Valencia;Ath. Bilbao;1;1;Mestalla;
8349;Ath. Bilbao;At. Madrid;2;2;San Mamés;
8350;Elche;Osasuna;0;0;Martínez Valero;
8351;Espanyol;Málaga (C.D.);0;0;RCDE Stadium;
8352;Rac. Santander;Murcia;2;2;El Sardinero;
8353;Real Madrid;Real Sociedad;1;1;Santiago Bernabéu;
8354;Sevilla;Valencia;0;0;Ramón Sánchez-Pizjuán;
8355;Sporting Gijón;Barcelona;2;2;El Requexón;
8356;Valladolid;Hércules;3;1;José Zorrilla;
8357;Zaragoza;Betis;0;0;La Romareda;
8358;At. Madrid;Real Madrid;0;1;Wanda Metropolitano;
8359;Barcelona;Sevilla;3;1;Camp Nou;
8360;Betis;Espanyol;3;1;Benito Villamarín;
8361;Hércules;Ath. Bilbao;0;0;José Rico Pérez;
8362;Murcia;Zaragoza;0;3;Enrique Roca de Murcia;
8363;Málaga (C.D.);Osasuna;2;1;;
8364;Real Sociedad;Elche;2;0;Reale Arena;
8365;Sporting Gijón;Valladolid;1;3;El Requexón;
8366;Valencia;Rac. Santander;0;0;Mestalla;
8367;Ath. Bilbao;Barcelona;1;0;San Mamés;
8368;Elche;Murcia;0;0;Martínez Valero;
8369;Espanyol;Real Sociedad;1;3;RCDE Stadium;
8370;Málaga (C.D.);Valladolid;3;1;;
8371;Osasuna;Betis;1;2;El Sadar;
8372;Rac. Santander;Hércules;2;0;El Sardinero;
8373;Real Madrid;Valencia;1;0;Santiago Bernabéu;
8374;Sevilla;Sporting Gijón;0;1;Ramón Sánchez-Pizjuán;
8375;Zaragoza;At. Madrid;1;1;La Romareda;
8376;At. Madrid;Elche;1;0;Wanda Metropolitano;
8377;Barcelona;Rac. Santander;2;0;Camp Nou;
8378;Betis;Málaga (C.D.);0;1;Benito Villamarín;
8379;Hércules;Real Madrid;2;2;José Rico Pérez;
8380;Murcia;Espanyol;1;0;Enrique Roca de Murcia;
8381;Real Sociedad;Osasuna;0;2;Reale Arena;
8382;Sporting Gijón;Ath. Bilbao;1;1;El Requexón;
8383;Valencia;Zaragoza;4;1;Mestalla;
8384;Valladolid;Sevilla;2;3;José Zorrilla;
8385;At. Madrid;Espanyol;2;2;Wanda Metropolitano;
8386;Barcelona;Real Madrid;3;2;Camp Nou;
8387;Hércules;Zaragoza;0;0;José Rico Pérez;
8388;Murcia;Osasuna;0;0;Enrique Roca de Murcia;
8389;Real Sociedad;Betis;0;1;Reale Arena;
8390;Sevilla;Málaga (C.D.);2;0;Ramón Sánchez-Pizjuán;
8391;Sporting Gijón;Rac. Santander;0;0;El Requexón;
8392;Valencia;Elche;0;0;Mestalla;
8393;Valladolid;Ath. Bilbao;0;0;José Zorrilla;
8394;Ath. Bilbao;Sevilla;0;0;San Mamés;
8395;Betis;Murcia;0;2;Benito Villamarín;
8396;Elche;Hércules;2;0;Martínez Valero;
8397;Espanyol;Valencia;3;2;RCDE Stadium;
8398;Málaga (C.D.);Real Sociedad;1;3;;
8399;Osasuna;At. Madrid;0;0;El Sadar;
8400;Rac. Santander;Valladolid;1;0;El Sardinero;
8401;Real Madrid;Sporting Gijón;0;0;Santiago Bernabéu;
8402;Zaragoza;Barcelona;2;4;La Romareda;
8403;At. Madrid;Betis;2;0;Wanda Metropolitano;
8404;Ath. Bilbao;Málaga (C.D.);4;1;San Mamés;
8405;Barcelona;Elche;4;0;Camp Nou;
8406;Hércules;Espanyol;0;0;José Rico Pérez;
8407;Murcia;Real Sociedad;2;2;Enrique Roca de Murcia;
8408;Sevilla;Rac. Santander;0;0;Ramón Sánchez-Pizjuán;
8409;Sporting Gijón;Zaragoza;0;2;El Requexón;
8410;Valencia;Osasuna;0;0;Mestalla;
8411;Valladolid;Real Madrid;1;1;José Zorrilla;
8412;Betis;Valencia;1;3;Benito Villamarín;
8413;Elche;Sporting Gijón;0;0;Martínez Valero;
8414;Espanyol;Barcelona;0;0;RCDE Stadium;
8415;Málaga (C.D.);Murcia;0;0;;
8416;Osasuna;Hércules;2;1;El Sadar;
8417;Rac. Santander;Ath. Bilbao;1;0;El Sardinero;
8418;Real Madrid;Sevilla;1;2;Santiago Bernabéu;
8419;Real Sociedad;At. Madrid;0;4;Reale Arena;
8420;Zaragoza;Valladolid;1;1;La Romareda;
8421;At. Madrid;Málaga (C.D.);3;0;Wanda Metropolitano;
8422;Ath. Bilbao;Zaragoza;0;3;San Mamés;
8423;Barcelona;Betis;4;0;Camp Nou;
8424;Hércules;Real Sociedad;0;0;José Rico Pérez;
8425;Rac. Santander;Real Madrid;0;0;El Sardinero;
8426;Sevilla;Elche;1;1;Ramón Sánchez-Pizjuán;
8427;Sporting Gijón;Osasuna;1;0;El Requexón;
8428;Valencia;Murcia;1;1;Mestalla;
8429;Valladolid;Espanyol;1;1;José Zorrilla;
8430;Betis;Hércules;1;0;Benito Villamarín;
8431;Elche;Valladolid;1;1;Martínez Valero;
8432;Espanyol;Sporting Gijón;2;2;RCDE Stadium;
8433;Murcia;At. Madrid;0;1;Enrique Roca de Murcia;
8434;Málaga (C.D.);Rac. Santander;2;0;;
8435;Osasuna;Barcelona;1;2;El Sadar;
8436;Real Madrid;Ath. Bilbao;2;2;Santiago Bernabéu;
8437;Real Sociedad;Valencia;4;1;Reale Arena;
8438;Zaragoza;Sevilla;4;1;La Romareda;
8439;Ath. Bilbao;Espanyol;2;1;San Mamés;
8440;Barcelona;Murcia;6;0;Camp Nou;
8441;Hércules;At. Madrid;1;3;José Rico Pérez;
8442;Rac. Santander;Elche;2;0;El Sardinero;
8443;Real Madrid;Zaragoza;1;2;Santiago Bernabéu;
8444;Sevilla;Osasuna;1;2;Ramón Sánchez-Pizjuán;
8445;Sporting Gijón;Real Sociedad;1;0;El Requexón;
8446;Valencia;Málaga (C.D.);1;1;Mestalla;
8447;Valladolid;Betis;3;1;José Zorrilla;
8448;At. Madrid;Valencia;2;3;Wanda Metropolitano;
8449;Betis;Sporting Gijón;1;2;Benito Villamarín;
8450;Elche;Ath. Bilbao;1;0;Martínez Valero;
8451;Espanyol;Sevilla;1;0;RCDE Stadium;
8452;Murcia;Hércules;0;2;Enrique Roca de Murcia;
8453;Málaga (C.D.);Real Madrid;1;1;;
8454;Osasuna;Valladolid;3;0;El Sadar;
8455;Real Sociedad;Barcelona;0;0;Reale Arena;
8456;Zaragoza;Rac. Santander;0;0;La Romareda;
8457;Ath. Bilbao;Osasuna;5;0;San Mamés;
8458;Barcelona;At. Madrid;2;2;Camp Nou;
8459;Hércules;Valencia;2;0;José Rico Pérez;
8460;Rac. Santander;Espanyol;1;3;El Sardinero;
8461;Real Madrid;Elche;6;1;Santiago Bernabéu;
8462;Sevilla;Betis;1;0;Ramón Sánchez-Pizjuán;
8463;Sporting Gijón;Murcia;1;0;El Requexón;
8464;Valladolid;Real Sociedad;1;1;José Zorrilla;
8465;Zaragoza;Málaga (C.D.);0;0;La Romareda;
8466;At. Madrid;Sporting Gijón;0;0;Wanda Metropolitano;
8467;Betis;Ath. Bilbao;0;2;Benito Villamarín;
8468;Elche;Zaragoza;0;0;Martínez Valero;
8469;Espanyol;Real Madrid;2;0;RCDE Stadium;
8470;Murcia;Valladolid;1;2;Enrique Roca de Murcia;
8471;Málaga (C.D.);Hércules;1;1;;
8472;Osasuna;Rac. Santander;0;0;El Sadar;
8473;Real Sociedad;Sevilla;5;1;Reale Arena;
8474;Valencia;Barcelona;2;5;Mestalla;
8475;Ath. Bilbao;Murcia;1;0;San Mamés;
8476;Barcelona;Málaga (C.D.);1;0;Camp Nou;
8477;Elche;Espanyol;0;3;Martínez Valero;
8478;Rac. Santander;Real Sociedad;1;0;El Sardinero;
8479;Real Madrid;Betis;3;2;Santiago Bernabéu;
8480;Sevilla;At. Madrid;2;4;Ramón Sánchez-Pizjuán;
8481;Sporting Gijón;Hércules;4;0;El Requexón;
8482;Valladolid;Valencia;1;0;José Zorrilla;
8483;Zaragoza;Osasuna;1;2;La Romareda;
8484;At. Madrid;Valladolid;2;0;Wanda Metropolitano;
8485;Betis;Rac. Santander;1;2;Benito Villamarín;
8486;Espanyol;Zaragoza;3;2;RCDE Stadium;
8487;Hércules;Barcelona;1;0;José Rico Pérez;
8488;Murcia;Sevilla;2;0;Enrique Roca de Murcia;
8489;Málaga (C.D.);Elche;0;0;;
8490;Osasuna;Real Madrid;1;0;El Sadar;
8491;Real Sociedad;Ath. Bilbao;1;2;Reale Arena;
8492;Valencia;Sporting Gijón;0;2;Mestalla;
8493;Ath. Bilbao;Valencia;3;2;San Mamés;
8494;Elche;Betis;2;1;Martínez Valero;
8495;Espanyol;Osasuna;1;0;RCDE Stadium;
8496;Rac. Santander;At. Madrid;1;2;El Sardinero;
8497;Real Madrid;Murcia;5;0;Santiago Bernabéu;
8498;Sevilla;Hércules;2;0;Ramón Sánchez-Pizjuán;
8499;Sporting Gijón;Málaga (C.D.);2;0;El Requexón;
8500;Valladolid;Barcelona;1;2;José Zorrilla;
8501;Zaragoza;Real Sociedad;1;2;La Romareda;
8502;At. Madrid;Ath. Bilbao;0;0;Wanda Metropolitano;
8503;Barcelona;Sporting Gijón;2;0;Camp Nou;
8504;Betis;Zaragoza;2;0;Benito Villamarín;
8505;Hércules;Valladolid;2;1;José Rico Pérez;
8506;Murcia;Rac. Santander;3;1;Enrique Roca de Murcia;
8507;Málaga (C.D.);Espanyol;1;1;;
8508;Osasuna;Elche;2;2;El Sadar;
8509;Real Sociedad;Real Madrid;0;3;Reale Arena;
8510;Valencia;Sevilla;0;0;Mestalla;
8511;Ath. Bilbao;Hércules;4;1;San Mamés;
8512;Elche;Real Sociedad;1;1;Martínez Valero;
8513;Espanyol;Betis;0;1;RCDE Stadium;
8514;Osasuna;Málaga (C.D.);1;0;El Sadar;
8515;Rac. Santander;Valencia;1;1;El Sardinero;
8516;Real Madrid;At. Madrid;0;4;Santiago Bernabéu;
8517;Sevilla;Barcelona;2;2;Ramón Sánchez-Pizjuán;
8518;Valladolid;Sporting Gijón;0;0;José Zorrilla;
8519;Zaragoza;Murcia;3;0;La Romareda;
8520;At. Madrid;Zaragoza;0;1;Wanda Metropolitano;
8521;Barcelona;Ath. Bilbao;0;0;Camp Nou;
8522;Betis;Osasuna;3;1;Benito Villamarín;
8523;Hércules;Rac. Santander;2;0;José Rico Pérez;
8524;Murcia;Elche;2;1;Enrique Roca de Murcia;
8525;Real Sociedad;Espanyol;2;0;Reale Arena;
8526;Sporting Gijón;Sevilla;2;0;El Requexón;
8527;Valencia;Real Madrid;1;0;Mestalla;
8528;Valladolid;Málaga (C.D.);1;1;José Zorrilla;
8529;Ath. Bilbao;Sporting Gijón;2;0;San Mamés;
8530;Elche;At. Madrid;1;0;Martínez Valero;
8531;Espanyol;Murcia;1;0;RCDE Stadium;
8532;Málaga (C.D.);Betis;1;1;;
8533;Osasuna;Real Sociedad;1;0;El Sadar;
8534;Rac. Santander;Barcelona;0;0;El Sardinero;
8535;Real Madrid;Hércules;0;1;Santiago Bernabéu;
8536;Sevilla;Valladolid;0;2;Ramón Sánchez-Pizjuán;
8537;Zaragoza;Valencia;2;2;La Romareda;
8538;At. Madrid B;Mallorca;1;0;Cerro del Espino;
8539;Barcelona B;Rec. Huelva;1;1;;
8540;Calvo Sotelo;Logroñés;1;0;Ciudad de Puertollano;
8541;Cartagena F.C.;Lorca;3;0;Cartagonova;
8542;Celta;Las Palmas;1;2;Balaídos;
8543;Granada;Castellón;3;0;Miguel Prieto;
8544;Oviedo;Ath. Bilbao B;2;3;Municipal Carlos Tartiere;
8545;Sabadell;Real Madrid B;1;1;Nova Creu Alta;
8546;Salamanca;Dptivo. Coruña;1;1;Pistas del Helmántico;
8547;Tenerife;Cádiz;2;3;Heliodoro Rodríguez López;
8548;Ath. Bilbao B;Salamanca;3;1;Instalaciones de Lezama;
8549;Castellón;Sabadell;4;0;Nuevo Castalia;
8550;Cádiz;Celta;2;0;Ramón de Carranza;
8551;Dptivo. Coruña;Tenerife;2;2;Abanca-Riazor;
8552;Las Palmas;Cartagena F.C.;2;1;Gran Canaria;
8553;Logroñés;At. Madrid B;2;1;Las Gaunas;
8554;Lorca;Calvo Sotelo;1;0;;
8555;Mallorca;Granada;5;0;Son Moix;
8556;Real Madrid B;Barcelona B;0;4;Alfredo Di Stéfano;
8557;Rec. Huelva;Oviedo;2;2;Nuevo Colombino;
8558;At. Madrid B;Lorca;2;1;Cerro del Espino;
8559;Barcelona B;Castellón;4;0;;
8560;Calvo Sotelo;Las Palmas;0;0;Ciudad de Puertollano;
8561;Cartagena F.C.;Cádiz;1;0;Cartagonova;
8562;Dptivo. Coruña;Ath. Bilbao B;2;0;Abanca-Riazor;
8563;Granada;Logroñés;1;0;Miguel Prieto;
8564;Oviedo;Real Madrid B;0;0;Municipal Carlos Tartiere;
8565;Sabadell;Mallorca;2;0;Nova Creu Alta;
8566;Salamanca;Rec. Huelva;1;0;Pistas del Helmántico;
8567;Tenerife;Celta;0;0;Heliodoro Rodríguez López;
8568;Ath. Bilbao B;Tenerife;2;0;Instalaciones de Lezama;
8569;Castellón;Oviedo;5;1;Nuevo Castalia;
8570;Celta;Cartagena F.C.;1;0;Balaídos;
8571;Cádiz;Calvo Sotelo;2;0;Ramón de Carranza;
8572;Las Palmas;At. Madrid B;2;1;Gran Canaria;
8573;Logroñés;Sabadell;3;2;Las Gaunas;
8574;Lorca;Granada;1;0;;
8575;Mallorca;Barcelona B;0;1;Son Moix;
8576;Real Madrid B;Salamanca;3;2;Alfredo Di Stéfano;
