idPartido;EquipoLocal;EquipoVisitante;GolesLocal;GolesVisitante;Estadio;idJor
8577;Rec. Huelva;Dptivo. Coruña;3;0;Nuevo Colombino;
8578;At. Madrid B;Celta;0;2;Cerro del Espino;
8579;Ath. Bilbao B;Real Madrid B;0;1;Instalaciones de Lezama;
8580;Barcelona B;Lorca;1;0;;
8581;Calvo Sotelo;Cartagena F.C.;2;1;Ciudad de Puertollano;
8582;Dptivo. Coruña;Castellón;2;0;Abanca-Riazor;
8583;Granada;Cádiz;1;1;Miguel Prieto;
8584;Oviedo;Logroñés;2;1;Municipal Carlos Tartiere;
8585;Sabadell;Las Palmas;3;1;Nova Creu Alta;
8586;Salamanca;Mallorca;2;0;Pistas del Helmántico;
8587;Tenerife;Rec. Huelva;1;1;Heliodoro Rodríguez López;
8588;Cartagena F.C.;Tenerife;0;0;Cartagonova;
8589;Castellón;Salamanca;2;1;Nuevo Castalia;
8590;Celta;Calvo Sotelo;4;0;Balaídos;
8591;Cádiz;At. Madrid B;0;0;Ramón de Carranza;
8592;Las Palmas;Granada;2;1;Gran Canaria;
8593;Logroñés;Barcelona B;3;1;Las Gaunas;
8594;Lorca;Sabadell;0;0;;
8595;Mallorca;Oviedo;2;0;Son Moix;
8596;Real Madrid B;Dptivo. Coruña;4;2;Alfredo Di Stéfano;
8597;Rec. Huelva;Ath. Bilbao B;2;1;Nuevo Colombino;
8598;At. Madrid B;Calvo Sotelo;2;0;Cerro del Espino;
8599;Ath. Bilbao B;Mallorca;0;2;Instalaciones de Lezama;
8600;Barcelona B;Cádiz;0;4;;
8601;Dptivo. Coruña;Logroñés;0;2;Abanca-Riazor;
8602;Granada;Cartagena F.C.;0;0;Miguel Prieto;
8603;Oviedo;Las Palmas;0;1;Municipal Carlos Tartiere;
8604;Rec. Huelva;Castellón;1;0;Nuevo Colombino;
8605;Sabadell;Celta;4;0;Nova Creu Alta;
8606;Salamanca;Lorca;6;0;Pistas del Helmántico;
8607;Tenerife;Real Madrid B;3;0;Heliodoro Rodríguez López;
8608;Calvo Sotelo;Tenerife;1;1;Ciudad de Puertollano;
8609;Cartagena F.C.;At. Madrid B;2;0;Cartagonova;
8610;Castellón;Ath. Bilbao B;4;0;Nuevo Castalia;
8611;Celta;Granada;4;1;Balaídos;
8612;Cádiz;Sabadell;3;0;Ramón de Carranza;
8613;Las Palmas;Barcelona B;3;0;Gran Canaria;
8614;Logroñés;Salamanca;1;0;Las Gaunas;
8615;Lorca;Oviedo;2;0;;
8616;Mallorca;Dptivo. Coruña;1;0;Son Moix;
8617;Real Madrid B;Rec. Huelva;1;0;Alfredo Di Stéfano;
8618;Ath. Bilbao B;Logroñés;3;1;Instalaciones de Lezama;
8619;Barcelona B;Celta;2;5;;
8620;Dptivo. Coruña;Lorca;3;0;Abanca-Riazor;
8621;Granada;Calvo Sotelo;3;1;Miguel Prieto;
8622;Oviedo;Cádiz;1;1;Municipal Carlos Tartiere;
8623;Real Madrid B;Castellón;2;1;Alfredo Di Stéfano;
8624;Rec. Huelva;Mallorca;2;2;Nuevo Colombino;
8625;Sabadell;Cartagena F.C.;1;0;Nova Creu Alta;
8626;Salamanca;Las Palmas;0;2;Pistas del Helmántico;
8627;Tenerife;At. Madrid B;3;0;Heliodoro Rodríguez López;
8628;At. Madrid B;Granada;2;0;Cerro del Espino;
8629;Calvo Sotelo;Sabadell;0;1;Ciudad de Puertollano;
8630;Cartagena F.C.;Barcelona B;1;1;Cartagonova;
8631;Castellón;Tenerife;2;1;Nuevo Castalia;
8632;Celta;Oviedo;0;0;Balaídos;
8633;Cádiz;Salamanca;2;1;Ramón de Carranza;
8634;Las Palmas;Dptivo. Coruña;2;2;Gran Canaria;
8635;Logroñés;Rec. Huelva;4;1;Las Gaunas;
8636;Lorca;Ath. Bilbao B;1;2;;
8637;Mallorca;Real Madrid B;2;2;Son Moix;
8638;Ath. Bilbao B;Cádiz;0;1;Instalaciones de Lezama;
8639;Barcelona B;At. Madrid B;2;1;;
8640;Castellón;Logroñés;2;3;Nuevo Castalia;
8641;Dptivo. Coruña;Celta;3;2;Abanca-Riazor;
8642;Oviedo;Calvo Sotelo;4;0;Municipal Carlos Tartiere;
8643;Real Madrid B;Lorca;2;0;Alfredo Di Stéfano;
8644;Rec. Huelva;Las Palmas;2;2;Nuevo Colombino;
8645;Sabadell;Granada;0;0;Nova Creu Alta;
8646;Salamanca;Cartagena F.C.;1;0;Pistas del Helmántico;
8647;Tenerife;Mallorca;2;0;Heliodoro Rodríguez López;
8648;At. Madrid B;Sabadell;1;1;Cerro del Espino;
8649;Calvo Sotelo;Barcelona B;0;0;Ciudad de Puertollano;
8650;Cartagena F.C.;Oviedo;3;2;Cartagonova;
8651;Celta;Salamanca;3;1;Balaídos;
8652;Cádiz;Dptivo. Coruña;7;2;Ramón de Carranza;
8653;Granada;Tenerife;2;1;Miguel Prieto;
8654;Las Palmas;Ath. Bilbao B;2;2;Gran Canaria;
8655;Logroñés;Real Madrid B;0;2;Las Gaunas;
8656;Lorca;Rec. Huelva;0;0;;
8657;Mallorca;Castellón;2;1;Son Moix;
8658;Ath. Bilbao B;Cartagena F.C.;1;3;Instalaciones de Lezama;
8659;Barcelona B;Sabadell;1;0;;
8660;Castellón;Las Palmas;0;0;Nuevo Castalia;
8661;Dptivo. Coruña;Calvo Sotelo;0;2;Abanca-Riazor;
8662;Mallorca;Lorca;1;3;Son Moix;
8663;Oviedo;Granada;1;0;Municipal Carlos Tartiere;
8664;Real Madrid B;Cádiz;0;0;Alfredo Di Stéfano;
8665;Rec. Huelva;Celta;2;1;Nuevo Colombino;
8666;Salamanca;At. Madrid B;3;0;Pistas del Helmántico;
8667;Tenerife;Logroñés;2;0;Heliodoro Rodríguez López;
8668;At. Madrid B;Oviedo;1;1;Cerro del Espino;
8669;Calvo Sotelo;Salamanca;2;1;Ciudad de Puertollano;
8670;Cartagena F.C.;Dptivo. Coruña;2;0;Cartagonova;
8671;Celta;Ath. Bilbao B;2;0;Balaídos;
8672;Cádiz;Rec. Huelva;0;0;Ramón de Carranza;
8673;Granada;Barcelona B;2;0;Miguel Prieto;
8674;Las Palmas;Real Madrid B;1;0;Gran Canaria;
8675;Logroñés;Mallorca;2;0;Las Gaunas;
8676;Lorca;Castellón;0;3;;
8677;Sabadell;Tenerife;3;0;Nova Creu Alta;
8678;Ath. Bilbao B;Calvo Sotelo;2;0;Instalaciones de Lezama;
8679;Castellón;Cádiz;1;1;Nuevo Castalia;
8680;Dptivo. Coruña;At. Madrid B;1;0;Abanca-Riazor;
8681;Logroñés;Lorca;0;0;Las Gaunas;
8682;Mallorca;Las Palmas;2;0;Son Moix;
8683;Oviedo;Sabadell;0;1;Municipal Carlos Tartiere;
8684;Real Madrid B;Celta;3;1;Alfredo Di Stéfano;
8685;Rec. Huelva;Cartagena F.C.;1;0;Nuevo Colombino;
8686;Salamanca;Granada;1;0;Pistas del Helmántico;
8687;Tenerife;Barcelona B;1;0;Heliodoro Rodríguez López;
8688;At. Madrid B;Ath. Bilbao B;3;2;Cerro del Espino;
8689;Barcelona B;Oviedo;1;1;;
8690;Calvo Sotelo;Rec. Huelva;3;0;Ciudad de Puertollano;
8691;Cartagena F.C.;Real Madrid B;1;1;Cartagonova;
8692;Celta;Castellón;2;0;Balaídos;
8693;Cádiz;Mallorca;2;0;Ramón de Carranza;
8694;Granada;Dptivo. Coruña;0;0;Miguel Prieto;
8695;Las Palmas;Logroñés;1;0;Gran Canaria;
8696;Lorca;Tenerife;2;1;;
8697;Sabadell;Salamanca;0;1;Nova Creu Alta;
8698;Ath. Bilbao B;Granada;2;0;Instalaciones de Lezama;
8699;Castellón;Cartagena F.C.;2;1;Nuevo Castalia;
8700;Dptivo. Coruña;Sabadell;3;0;Abanca-Riazor;
8701;Logroñés;Cádiz;2;0;Las Gaunas;
8702;Lorca;Las Palmas;1;2;;
8703;Mallorca;Celta;2;0;Son Moix;
8704;Real Madrid B;Calvo Sotelo;1;0;Alfredo Di Stéfano;
8705;Rec. Huelva;At. Madrid B;1;2;Nuevo Colombino;
8706;Salamanca;Barcelona B;0;0;Pistas del Helmántico;
8707;Tenerife;Oviedo;1;1;Heliodoro Rodríguez López;
8708;At. Madrid B;Real Madrid B;3;1;Cerro del Espino;
8709;Barcelona B;Dptivo. Coruña;2;1;;
8710;Calvo Sotelo;Castellón;2;1;Ciudad de Puertollano;
8711;Cartagena F.C.;Mallorca;2;1;Cartagonova;
8712;Celta;Logroñés;1;0;Balaídos;
8713;Cádiz;Lorca;5;0;Ramón de Carranza;
8714;Granada;Rec. Huelva;2;2;Miguel Prieto;
8715;Oviedo;Salamanca;1;0;Municipal Carlos Tartiere;
8716;Sabadell;Ath. Bilbao B;1;1;Nova Creu Alta;
8717;Tenerife;Las Palmas;1;1;Heliodoro Rodríguez López;
8718;Ath. Bilbao B;Barcelona B;1;0;Instalaciones de Lezama;
8719;Castellón;At. Madrid B;0;0;Nuevo Castalia;
8720;Dptivo. Coruña;Oviedo;1;0;Abanca-Riazor;
8721;Las Palmas;Cádiz;0;0;Gran Canaria;
8722;Logroñés;Cartagena F.C.;1;1;Las Gaunas;
8723;Lorca;Celta;1;1;;
8724;Mallorca;Calvo Sotelo;1;0;Son Moix;
8725;Real Madrid B;Granada;3;0;Alfredo Di Stéfano;
8726;Rec. Huelva;Sabadell;2;0;Nuevo Colombino;
8727;Salamanca;Tenerife;3;1;Pistas del Helmántico;
8728;Ath. Bilbao B;Oviedo;1;1;Instalaciones de Lezama;
8729;Castellón;Granada;1;0;Nuevo Castalia;
8730;Cádiz;Tenerife;1;0;Ramón de Carranza;
8731;Dptivo. Coruña;Salamanca;3;0;Abanca-Riazor;
8732;Las Palmas;Celta;2;1;Gran Canaria;
8733;Logroñés;Calvo Sotelo;3;2;Las Gaunas;
8734;Lorca;Cartagena F.C.;1;0;;
8735;Mallorca;At. Madrid B;2;0;Son Moix;
8736;Real Madrid B;Sabadell;1;1;Alfredo Di Stéfano;
8737;Rec. Huelva;Barcelona B;0;1;Nuevo Colombino;
8738;At. Madrid B;Logroñés;1;3;Cerro del Espino;
8739;Barcelona B;Real Madrid B;2;1;;
8740;Calvo Sotelo;Lorca;1;0;Ciudad de Puertollano;
8741;Cartagena F.C.;Las Palmas;0;1;Cartagonova;
8742;Celta;Cádiz;2;0;Balaídos;
8743;Granada;Mallorca;1;1;Miguel Prieto;
8744;Oviedo;Rec. Huelva;1;0;Municipal Carlos Tartiere;
8745;Sabadell;Castellón;3;3;Nova Creu Alta;
8746;Salamanca;Ath. Bilbao B;0;1;Pistas del Helmántico;
8747;Tenerife;Dptivo. Coruña;3;0;Heliodoro Rodríguez López;
8748;Ath. Bilbao B;Dptivo. Coruña;2;2;Instalaciones de Lezama;
8749;Castellón;Barcelona B;0;1;Nuevo Castalia;
8750;Celta;Tenerife;2;0;Balaídos;
8751;Cádiz;Cartagena F.C.;2;2;Ramón de Carranza;
8752;Las Palmas;Calvo Sotelo;2;1;Gran Canaria;
8753;Logroñés;Granada;3;1;Las Gaunas;
8754;Lorca;At. Madrid B;1;0;;
8755;Mallorca;Sabadell;3;0;Son Moix;
8756;Real Madrid B;Oviedo;0;2;Alfredo Di Stéfano;
8757;Rec. Huelva;Salamanca;0;0;Nuevo Colombino;
8758;At. Madrid B;Las Palmas;2;0;Cerro del Espino;
8759;Barcelona B;Mallorca;0;0;;
8760;Calvo Sotelo;Cádiz;0;1;Ciudad de Puertollano;
8761;Cartagena F.C.;Celta;0;1;Cartagonova;
8762;Dptivo. Coruña;Rec. Huelva;0;0;Abanca-Riazor;
8763;Granada;Lorca;2;0;Miguel Prieto;
8764;Oviedo;Castellón;1;0;Municipal Carlos Tartiere;
8765;Sabadell;Logroñés;1;0;Nova Creu Alta;
8766;Salamanca;Real Madrid B;2;0;Pistas del Helmántico;
8767;Tenerife;Ath. Bilbao B;4;1;Heliodoro Rodríguez López;
8768;Cartagena F.C.;Calvo Sotelo;0;0;Cartagonova;
8769;Castellón;Dptivo. Coruña;1;0;Nuevo Castalia;
8770;Celta;At. Madrid B;2;0;Balaídos;
8771;Cádiz;Granada;2;0;Ramón de Carranza;
8772;Las Palmas;Sabadell;3;1;Gran Canaria;
8773;Logroñés;Oviedo;2;0;Las Gaunas;
8774;Lorca;Barcelona B;1;0;;
8775;Mallorca;Salamanca;1;1;Son Moix;
8776;Real Madrid B;Ath. Bilbao B;1;0;Alfredo Di Stéfano;
8777;Rec. Huelva;Tenerife;1;0;Nuevo Colombino;
8778;At. Madrid B;Cádiz;1;1;Cerro del Espino;
8779;Ath. Bilbao B;Rec. Huelva;2;0;Instalaciones de Lezama;
8780;Barcelona B;Logroñés;1;1;;
8781;Calvo Sotelo;Celta;1;1;Ciudad de Puertollano;
8782;Dptivo. Coruña;Real Madrid B;4;3;Abanca-Riazor;
8783;Granada;Las Palmas;0;1;Miguel Prieto;
8784;Oviedo;Mallorca;0;0;Municipal Carlos Tartiere;
8785;Sabadell;Lorca;5;0;Nova Creu Alta;
8786;Salamanca;Castellón;0;0;Pistas del Helmántico;
8787;Tenerife;Cartagena F.C.;0;0;Heliodoro Rodríguez López;
8788;Calvo Sotelo;At. Madrid B;0;0;Ciudad de Puertollano;
8789;Cartagena F.C.;Granada;2;0;Cartagonova;
8790;Castellón;Rec. Huelva;5;0;Nuevo Castalia;
8791;Celta;Sabadell;3;1;Balaídos;
8792;Cádiz;Barcelona B;1;0;Ramón de Carranza;
8793;Las Palmas;Oviedo;4;2;Gran Canaria;
8794;Logroñés;Dptivo. Coruña;1;2;Las Gaunas;
8795;Lorca;Salamanca;1;0;;
8796;Mallorca;Ath. Bilbao B;3;2;Son Moix;
8797;Real Madrid B;Tenerife;2;4;Alfredo Di Stéfano;
8798;At. Madrid B;Cartagena F.C.;0;0;Cerro del Espino;
8799;Ath. Bilbao B;Castellón;0;1;Instalaciones de Lezama;
8800;Barcelona B;Las Palmas;2;2;;
8801;Dptivo. Coruña;Mallorca;3;1;Abanca-Riazor;
8802;Granada;Celta;1;4;Miguel Prieto;
8803;Oviedo;Lorca;8;0;Municipal Carlos Tartiere;
8804;Rec. Huelva;Real Madrid B;2;0;Nuevo Colombino;
8805;Sabadell;Cádiz;2;1;Nova Creu Alta;
8806;Salamanca;Logroñés;3;1;Pistas del Helmántico;
8807;Tenerife;Calvo Sotelo;0;4;Heliodoro Rodríguez López;
8808;At. Madrid B;Tenerife;2;2;Cerro del Espino;
8809;Calvo Sotelo;Granada;0;3;Ciudad de Puertollano;
8810;Cartagena F.C.;Sabadell;1;3;Cartagonova;
8811;Castellón;Real Madrid B;0;0;Nuevo Castalia;
8812;Celta;Barcelona B;3;1;Balaídos;
8813;Cádiz;Oviedo;1;1;Ramón de Carranza;
8814;Las Palmas;Salamanca;2;1;Gran Canaria;
8815;Logroñés;Ath. Bilbao B;2;1;Las Gaunas;
8816;Lorca;Dptivo. Coruña;1;1;;
8817;Mallorca;Rec. Huelva;1;0;Son Moix;
8818;Ath. Bilbao B;Lorca;1;0;Instalaciones de Lezama;
8819;Barcelona B;Cartagena F.C.;2;3;;
8820;Dptivo. Coruña;Las Palmas;1;3;Abanca-Riazor;
8821;Granada;At. Madrid B;1;0;Miguel Prieto;
8822;Oviedo;Celta;1;1;Municipal Carlos Tartiere;
8823;Real Madrid B;Mallorca;0;2;Alfredo Di Stéfano;
8824;Rec. Huelva;Logroñés;2;0;Nuevo Colombino;
8825;Sabadell;Calvo Sotelo;1;0;Nova Creu Alta;
8826;Salamanca;Cádiz;1;2;Pistas del Helmántico;
8827;Tenerife;Castellón;4;0;Heliodoro Rodríguez López;
8828;At. Madrid B;Barcelona B;1;0;Cerro del Espino;
8829;Calvo Sotelo;Oviedo;3;1;Ciudad de Puertollano;
8830;Cartagena F.C.;Salamanca;0;0;Cartagonova;
8831;Celta;Dptivo. Coruña;5;0;Balaídos;
8832;Cádiz;Ath. Bilbao B;2;0;Ramón de Carranza;
8833;Granada;Sabadell;2;0;Miguel Prieto;
8834;Las Palmas;Rec. Huelva;0;0;Gran Canaria;
8835;Logroñés;Castellón;3;0;Las Gaunas;
8836;Lorca;Real Madrid B;2;2;;
8837;Mallorca;Tenerife;1;0;Son Moix;
8838;Ath. Bilbao B;Las Palmas;1;1;Instalaciones de Lezama;
8839;Barcelona B;Calvo Sotelo;1;0;;
8840;Castellón;Mallorca;3;3;Nuevo Castalia;
8841;Dptivo. Coruña;Cádiz;2;2;Abanca-Riazor;
8842;Oviedo;Cartagena F.C.;1;1;Municipal Carlos Tartiere;
8843;Real Madrid B;Logroñés;2;0;Alfredo Di Stéfano;
8844;Rec. Huelva;Lorca;2;0;Nuevo Colombino;
8845;Sabadell;At. Madrid B;4;0;Nova Creu Alta;
8846;Salamanca;Celta;1;1;Pistas del Helmántico;
8847;Tenerife;Granada;1;0;Heliodoro Rodríguez López;
8848;At. Madrid B;Salamanca;0;0;Cerro del Espino;
8849;Calvo Sotelo;Dptivo. Coruña;0;0;Ciudad de Puertollano;
8850;Cartagena F.C.;Ath. Bilbao B;1;0;Cartagonova;
8851;Celta;Rec. Huelva;0;0;Balaídos;
8852;Cádiz;Real Madrid B;1;1;Ramón de Carranza;
8853;Granada;Oviedo;2;1;Miguel Prieto;
8854;Las Palmas;Castellón;3;0;Gran Canaria;
8855;Logroñés;Tenerife;1;3;Las Gaunas;
8856;Lorca;Mallorca;0;0;;
8857;Sabadell;Barcelona B;0;0;Nova Creu Alta;
8858;Ath. Bilbao B;Celta;1;0;Instalaciones de Lezama;
8859;Barcelona B;Granada;0;0;;
8860;Castellón;Lorca;1;0;Nuevo Castalia;
8861;Dptivo. Coruña;Cartagena F.C.;4;2;Abanca-Riazor;
8862;Mallorca;Logroñés;0;1;Son Moix;
8863;Oviedo;At. Madrid B;1;1;Municipal Carlos Tartiere;
8864;Real Madrid B;Las Palmas;0;0;Alfredo Di Stéfano;
8865;Rec. Huelva;Cádiz;1;1;Nuevo Colombino;
8866;Salamanca;Calvo Sotelo;2;0;Pistas del Helmántico;
8867;Tenerife;Sabadell;1;1;Heliodoro Rodríguez López;
8868;At. Madrid B;Dptivo. Coruña;1;0;Cerro del Espino;
8869;Barcelona B;Tenerife;1;0;;
8870;Calvo Sotelo;Ath. Bilbao B;2;2;Ciudad de Puertollano;
8871;Cartagena F.C.;Rec. Huelva;1;0;Cartagonova;
8872;Celta;Real Madrid B;2;2;Balaídos;
8873;Cádiz;Castellón;0;1;Ramón de Carranza;
8874;Granada;Salamanca;1;0;Miguel Prieto;
8875;Las Palmas;Mallorca;1;0;Gran Canaria;
8876;Lorca;Logroñés;0;0;;
8877;Sabadell;Oviedo;0;0;Nova Creu Alta;
8878;Ath. Bilbao B;At. Madrid B;1;1;Instalaciones de Lezama;
8879;Castellón;Celta;4;0;Nuevo Castalia;
8880;Dptivo. Coruña;Granada;0;1;Abanca-Riazor;
8881;Logroñés;Las Palmas;2;0;Las Gaunas;
8882;Mallorca;Cádiz;1;0;Son Moix;
8883;Oviedo;Barcelona B;1;0;Municipal Carlos Tartiere;
8884;Real Madrid B;Cartagena F.C.;1;1;Alfredo Di Stéfano;
8885;Rec. Huelva;Calvo Sotelo;2;1;Nuevo Colombino;
8886;Salamanca;Sabadell;0;0;Pistas del Helmántico;
8887;Tenerife;Lorca;0;0;Heliodoro Rodríguez López;
8888;At. Madrid B;Rec. Huelva;4;0;Cerro del Espino;
8889;Barcelona B;Salamanca;1;0;;
8890;Calvo Sotelo;Real Madrid B;1;0;Ciudad de Puertollano;
8891;Cartagena F.C.;Castellón;2;0;Cartagonova;
8892;Celta;Mallorca;1;0;Balaídos;
8893;Cádiz;Logroñés;3;0;Ramón de Carranza;
8894;Granada;Ath. Bilbao B;0;0;Miguel Prieto;
8895;Las Palmas;Lorca;2;1;Gran Canaria;
8896;Oviedo;Tenerife;1;1;Municipal Carlos Tartiere;
8897;Sabadell;Dptivo. Coruña;2;1;Nova Creu Alta;
8898;Ath. Bilbao B;Sabadell;2;2;Instalaciones de Lezama;
8899;Castellón;Calvo Sotelo;2;2;Nuevo Castalia;
8900;Dptivo. Coruña;Barcelona B;3;1;Abanca-Riazor;
8901;Las Palmas;Tenerife;2;1;Gran Canaria;
8902;Logroñés;Celta;1;2;Las Gaunas;
8903;Lorca;Cádiz;1;0;;
8904;Mallorca;Cartagena F.C.;2;2;Son Moix;
8905;Real Madrid B;At. Madrid B;2;0;Alfredo Di Stéfano;
8906;Rec. Huelva;Granada;0;0;Nuevo Colombino;
8907;Salamanca;Oviedo;2;1;Pistas del Helmántico;
8908;At. Madrid B;Castellón;3;1;Cerro del Espino;
8909;Barcelona B;Ath. Bilbao B;1;1;;
8910;Calvo Sotelo;Mallorca;2;2;Ciudad de Puertollano;
8911;Cartagena F.C.;Logroñés;1;2;Cartagonova;
8912;Celta;Lorca;2;1;Balaídos;
8913;Cádiz;Las Palmas;4;1;Ramón de Carranza;
8914;Granada;Real Madrid B;1;4;Miguel Prieto;
8915;Oviedo;Dptivo. Coruña;1;1;Municipal Carlos Tartiere;
8916;Sabadell;Rec. Huelva;2;1;Nova Creu Alta;
8917;Tenerife;Salamanca;1;0;Heliodoro Rodríguez López;
8918;At. Madrid;Sevilla;3;0;Wanda Metropolitano;
8919;Betis;Real Madrid;2;2;Benito Villamarín;
8920;Espanyol;Cádiz;5;0;RCDE Stadium;
8921;Las Palmas;Sporting Gijón;1;3;Gran Canaria;
8922;Osasuna;Ath. Bilbao;0;1;El Sadar;
8923;Rac. Santander;Barcelona;0;0;El Sardinero;
8924;Real Sociedad;Celta;1;1;Reale Arena;
8925;Valencia;Valladolid;2;1;Mestalla;
8926;Zaragoza;Hércules;1;0;La Romareda;
8927;Ath. Bilbao;Las Palmas;1;1;San Mamés;
8928;Barcelona;Zaragoza;2;0;Camp Nou;
8929;Celta;Betis;0;1;Balaídos;
8930;Cádiz;Rac. Santander;2;1;Ramón de Carranza;
8931;Hércules;At. Madrid;2;2;José Rico Pérez;
8932;Real Madrid;Valencia;5;0;Santiago Bernabéu;
8933;Sevilla;Osasuna;1;0;Ramón Sánchez-Pizjuán;
8934;Sporting Gijón;Real Sociedad;0;0;El Requexón;
8935;Valladolid;Espanyol;1;0;José Zorrilla;
8936;At. Madrid;Barcelona;2;1;Wanda Metropolitano;
8937;Ath. Bilbao;Sevilla;3;1;San Mamés;
8938;Betis;Sporting Gijón;1;1;Benito Villamarín;
8939;Espanyol;Real Madrid;1;2;RCDE Stadium;
8940;Las Palmas;Real Sociedad;1;2;Gran Canaria;
8941;Osasuna;Hércules;1;0;El Sadar;
8942;Rac. Santander;Valladolid;1;1;El Sardinero;
8943;Valencia;Celta;3;1;Mestalla;
8944;Zaragoza;Cádiz;3;0;La Romareda;
8945;Barcelona;Osasuna;2;2;Camp Nou;
8946;Celta;Espanyol;2;1;Balaídos;
8947;Cádiz;At. Madrid;2;0;Ramón de Carranza;
8948;Hércules;Ath. Bilbao;0;1;José Rico Pérez;
8949;Real Madrid;Rac. Santander;1;0;Santiago Bernabéu;
8950;Real Sociedad;Betis;2;2;Reale Arena;
8951;Sevilla;Las Palmas;4;0;Ramón Sánchez-Pizjuán;
8952;Sporting Gijón;Valencia;1;0;El Requexón;
8953;Valladolid;Zaragoza;1;1;José Zorrilla;
8954;At. Madrid;Valladolid;1;4;Wanda Metropolitano;
8955;Ath. Bilbao;Barcelona;2;1;San Mamés;
8956;Espanyol;Sporting Gijón;0;0;RCDE Stadium;
8957;Las Palmas;Betis;1;0;Gran Canaria;
8958;Osasuna;Cádiz;0;0;El Sadar;
8959;Rac. Santander;Celta;3;0;El Sardinero;
8960;Sevilla;Hércules;0;0;Ramón Sánchez-Pizjuán;
8961;Valencia;Real Sociedad;3;1;Mestalla;
8962;Zaragoza;Real Madrid;1;1;La Romareda;
8963;Barcelona;Sevilla;0;0;Camp Nou;
8964;Betis;Valencia;0;0;Benito Villamarín;
8965;Celta;Zaragoza;1;2;Balaídos;
8966;Cádiz;Ath. Bilbao;1;1;Ramón de Carranza;
8967;Hércules;Las Palmas;2;0;José Rico Pérez;
8968;Real Madrid;At. Madrid;2;1;Santiago Bernabéu;
8969;Real Sociedad;Espanyol;1;0;Reale Arena;
8970;Sporting Gijón;Rac. Santander;2;0;El Requexón;
8971;Valladolid;Osasuna;1;0;José Zorrilla;
8972;At. Madrid;Celta;3;1;Wanda Metropolitano;
8973;Ath. Bilbao;Valladolid;3;3;San Mamés;
8974;Espanyol;Betis;2;0;RCDE Stadium;
8975;Hércules;Barcelona;1;2;José Rico Pérez;
8976;Las Palmas;Valencia;2;0;Gran Canaria;
8977;Osasuna;Real Madrid;0;1;El Sadar;
8978;Rac. Santander;Real Sociedad;2;0;El Sardinero;
8979;Sevilla;Cádiz;3;0;Ramón Sánchez-Pizjuán;
8980;Zaragoza;Sporting Gijón;0;0;La Romareda;
8981;Barcelona;Las Palmas;3;1;Camp Nou;
8982;Betis;Rac. Santander;1;1;Benito Villamarín;
8983;Celta;Osasuna;2;0;Balaídos;
8984;Cádiz;Hércules;2;0;Ramón de Carranza;
8985;Real Madrid;Ath. Bilbao;2;0;Santiago Bernabéu;
8986;Real Sociedad;Zaragoza;2;0;Reale Arena;
8987;Sporting Gijón;At. Madrid;1;1;El Requexón;
8988;Valencia;Espanyol;0;0;Mestalla;
8989;Valladolid;Sevilla;2;0;José Zorrilla;
8990;At. Madrid;Real Sociedad;3;1;Wanda Metropolitano;
8991;Ath. Bilbao;Celta;3;1;San Mamés;
8992;Barcelona;Cádiz;1;0;Camp Nou;
8993;Hércules;Valladolid;1;0;José Rico Pérez;
8994;Las Palmas;Espanyol;3;1;Gran Canaria;
8995;Osasuna;Sporting Gijón;1;2;El Sadar;
8996;Rac. Santander;Valencia;2;2;El Sardinero;
8997;Sevilla;Real Madrid;2;2;Ramón Sánchez-Pizjuán;
8998;Zaragoza;Betis;1;1;La Romareda;
8999;Betis;At. Madrid;2;2;Benito Villamarín;
9000;Celta;Sevilla;1;2;Balaídos;
9001;Cádiz;Las Palmas;1;0;Ramón de Carranza;
9002;Espanyol;Rac. Santander;2;0;RCDE Stadium;
9003;Real Madrid;Hércules;4;0;Santiago Bernabéu;
9004;Real Sociedad;Osasuna;1;0;Reale Arena;
9005;Sporting Gijón;Ath. Bilbao;1;0;El Requexón;
9006;Valencia;Zaragoza;4;2;Mestalla;
9007;Valladolid;Barcelona;2;2;José Zorrilla;
9008;At. Madrid;Valencia;5;0;Wanda Metropolitano;
9009;Ath. Bilbao;Real Sociedad;2;0;San Mamés;
9010;Barcelona;Real Madrid;2;0;Camp Nou;
9011;Cádiz;Valladolid;1;0;Ramón de Carranza;
9012;Hércules;Celta;5;2;José Rico Pérez;
9013;Las Palmas;Rac. Santander;1;0;Gran Canaria;
9014;Osasuna;Betis;1;0;El Sadar;
9015;Sevilla;Sporting Gijón;0;0;Ramón Sánchez-Pizjuán;
9016;Zaragoza;Espanyol;1;0;La Romareda;
9017;Betis;Ath. Bilbao;2;0;Benito Villamarín;
9018;Celta;Barcelona;0;2;Balaídos;
9019;Espanyol;At. Madrid;1;2;RCDE Stadium;
9020;Rac. Santander;Zaragoza;2;3;El Sardinero;
9021;Real Madrid;Cádiz;3;1;Santiago Bernabéu;
9022;Real Sociedad;Sevilla;1;0;Reale Arena;
9023;Sporting Gijón;Hércules;3;1;El Requexón;
9024;Valencia;Osasuna;1;1;Mestalla;
9025;Valladolid;Las Palmas;4;2;José Zorrilla;
9026;At. Madrid;Rac. Santander;2;0;Wanda Metropolitano;
9027;Ath. Bilbao;Valencia;2;2;San Mamés;
9028;Barcelona;Sporting Gijón;2;0;Camp Nou;
9029;Cádiz;Celta;1;0;Ramón de Carranza;
9030;Hércules;Real Sociedad;2;0;José Rico Pérez;
